TAZ,SZ,corridor,pop_2020,pop_2025,empl_2020,empl_2025,g_origin,origin basis,g_dest,dest basis
3701,37,False,1597,1726,892,1063,1.0641,TAZ population,1.1506,TAZ employment
3702,37,False,0,0,441,543,1.0539,superzone population,1.1562,superzone employment
3703,37,False,1323,1427,1746,1949,1.0624,TAZ population,1.0920,TAZ employment
3704,37,False,4427,4777,2095,2424,1.0628,TAZ population,1.1238,TAZ employment
3705,37,False,0,0,3868,4728,1.1742,TAZ employment (pure-employment zone),1.1742,TAZ employment
3706,37,False,2026,2187,646,748,1.0631,TAZ population,1.1244,TAZ employment
3707,37,False,5120,5167,500,598,1.0073,TAZ population,1.1539,TAZ employment
3708,37,False,7135,7702,832,1371,1.0631,TAZ population,1.4912,TAZ employment
3709,37,False,3678,3971,1981,2280,1.0632,TAZ population,1.1190,TAZ employment
3710,37,False,2238,2415,2152,2512,1.0628,TAZ population,1.1317,TAZ employment
3711,37,False,1912,2064,650,744,1.0631,TAZ population,1.1141,TAZ employment
3712,37,False,804,868,271,298,1.0632,TAZ population,1.1562,superzone employment
3713,37,False,984,1061,379,467,1.0621,TAZ population,1.1562,superzone employment
3801,38,False,6837,7484,609,543,1.0750,TAZ population,0.9123,TAZ employment
3802,38,False,8542,9355,779,680,1.0754,TAZ population,0.8970,TAZ employment
3803,38,False,3309,4145,515,658,1.1975,TAZ population,1.2166,TAZ employment
3804,38,False,2270,2599,671,982,1.1144,TAZ population,1.3562,TAZ employment
3805,38,False,5805,6641,564,827,1.1136,TAZ population,1.3583,TAZ employment
3806,38,False,6056,6930,2003,1689,1.1139,TAZ population,0.8725,TAZ employment
3807,38,False,5930,6785,317,489,1.1138,TAZ population,1.2671,superzone employment
3808,38,False,11232,12851,3876,5666,1.1137,TAZ population,1.3549,TAZ employment
3809,38,False,8201,9384,269,394,1.1138,TAZ population,1.2671,superzone employment
3810,38,False,2143,2455,188,276,1.1149,TAZ population,1.2671,superzone employment
3811,38,False,8832,10107,493,591,1.1139,TAZ population,1.2671,superzone employment
3812,38,False,6307,7220,994,1455,1.1142,TAZ population,1.3564,TAZ employment
3813,38,False,363,272,144,103,1.1803,superzone population,1.2671,superzone employment
3814,38,False,2395,2998,301,549,1.1968,TAZ population,1.2671,superzone employment
3815,38,False,12356,10858,1222,1403,0.9018,TAZ population,1.1168,TAZ employment
3816,38,False,7650,6721,1233,951,0.9016,TAZ population,0.8124,TAZ employment
3817,38,False,5529,4861,661,756,0.9021,TAZ population,1.1134,TAZ employment
3818,38,False,4218,4967,1127,1757,1.1397,TAZ population,1.4265,TAZ employment
3819,38,False,6770,7977,2043,2618,1.1403,TAZ population,1.2194,TAZ employment
3820,38,False,8308,9783,827,1076,1.1397,TAZ population,1.2344,TAZ employment
3821,38,False,0,0,702,0,0.0000,TAZ employment (pure-employment zone),0.0000,TAZ employment
3822,38,False,4742,5938,652,1098,1.1971,TAZ population,1.5173,TAZ employment
3823,38,False,0,0,0,0,1.1803,superzone population,1.2671,superzone employment
3824,38,False,1876,1895,342,416,1.0081,TAZ population,1.2671,superzone employment
3825,38,False,9783,10597,36,298,1.0660,TAZ population,1.2671,superzone employment
3826,38,False,9783,10597,783,1396,1.0660,TAZ population,1.5882,TAZ employment
3827,38,False,0,0,134,134,1.1803,superzone population,1.2671,superzone employment
3828,38,False,0,7545,509,2894,4.0163,TAZ employment (pure-employment zone),4.0163,TAZ employment
3829,38,False,0,1295,0,0,1.1803,superzone population,1.2671,superzone employment
3830,38,False,0,11645,0,0,1.1803,superzone population,1.2671,superzone employment
3831,38,False,2461,2725,672,771,1.0849,TAZ population,1.1162,TAZ employment
3901,39,False,2780,2073,1363,954,0.7908,TAZ population,0.7517,TAZ employment
3902,39,False,646,482,475,318,0.7911,TAZ population,1.2086,superzone employment
3903,39,False,4505,4525,799,1043,1.0036,TAZ population,1.2376,TAZ employment
3904,39,False,4199,4216,1294,1572,1.0032,TAZ population,1.1685,TAZ employment
3905,39,False,0,0,131,131,1.0636,superzone population,1.2086,superzone employment
3906,39,False,5056,5078,553,890,1.0035,TAZ population,1.4633,TAZ employment
3907,39,False,2165,2175,1280,1241,1.0037,TAZ population,0.9755,TAZ employment
3908,39,False,913,682,1055,821,0.7919,TAZ population,0.8182,TAZ employment
3909,39,False,15127,17000,1287,1606,1.0979,TAZ population,1.1938,TAZ employment
3910,39,False,5162,7026,2133,4674,1.2797,TAZ population,1.8731,TAZ employment
3911,39,False,8042,10881,5705,8445,1.2736,TAZ population,1.3686,TAZ employment
3912,39,False,6243,8495,866,1317,1.2794,TAZ population,1.3985,TAZ employment
3913,39,False,2780,2950,217,354,1.0486,TAZ population,1.2086,superzone employment
3914,39,False,2780,2950,0,0,1.0486,TAZ population,1.2086,superzone employment
3915,39,False,1632,1219,684,483,0.7918,TAZ population,0.7570,TAZ employment
3916,39,False,14948,15445,3028,4439,1.0265,TAZ population,1.3580,TAZ employment
3917,39,False,8420,8700,3037,4161,1.0265,TAZ population,1.2865,TAZ employment
3918,39,False,11738,12155,985,1571,1.0283,TAZ population,1.4528,TAZ employment
3919,39,False,8704,9006,2413,3659,1.0277,TAZ population,1.3952,TAZ employment
3920,39,False,1116,832,682,441,0.7906,TAZ population,0.7055,TAZ employment
3921,39,False,0,0,8216,8216,1.0000,TAZ employment (pure-employment zone),1.0000,TAZ employment
3922,39,False,1108,826,932,722,0.7906,TAZ population,0.8153,TAZ employment
4001,40,False,1393,1039,1231,826,0.7909,TAZ population,0.7267,TAZ employment
4002,40,False,1953,1457,2119,1332,0.7911,TAZ population,0.6898,TAZ employment
4003,40,False,1905,1421,2007,1433,0.7910,TAZ population,0.7638,TAZ employment
4004,40,False,13564,14842,2521,3409,1.0747,TAZ population,1.2730,TAZ employment
4005,40,False,3412,3733,202,277,1.0746,TAZ population,1.1233,superzone employment
4006,40,False,0,0,5369,5369,1.0000,TAZ employment (pure-employment zone),1.0000,TAZ employment
4007,40,False,7287,7972,4148,5220,1.0745,TAZ population,1.2019,TAZ employment
4008,40,False,0,0,3043,3043,1.0000,TAZ employment (pure-employment zone),1.0000,TAZ employment
4009,40,False,0,0,162,162,1.0567,superzone population,1.1233,superzone employment
4010,40,False,7647,8367,2709,3228,1.0746,TAZ population,1.1505,TAZ employment
4011,40,False,10999,11750,3174,3787,1.0543,TAZ population,1.1517,TAZ employment
4012,40,False,14712,16097,1952,2732,1.0746,TAZ population,1.3086,TAZ employment
4013,40,False,2726,2983,411,506,1.0747,TAZ population,1.1233,superzone employment
4014,40,False,11478,12289,2186,3312,1.0561,TAZ population,1.3943,TAZ employment
4015,40,False,13242,14504,10494,13439,1.0755,TAZ population,1.2188,TAZ employment
4016,40,False,13844,15184,2428,3369,1.0767,TAZ population,1.2996,TAZ employment
4017,40,False,9441,10342,2396,2327,1.0756,TAZ population,0.9769,TAZ employment
4018,40,False,4569,5005,588,877,1.0756,TAZ population,1.3769,TAZ employment
4019,40,False,11574,12677,2371,2876,1.0755,TAZ population,1.1670,TAZ employment
4020,40,False,8922,9772,499,1793,1.0755,TAZ population,1.1233,superzone employment
4021,40,False,8221,9344,1536,1517,1.1079,TAZ population,0.9901,TAZ employment
4022,40,False,4343,3239,2727,1930,0.7909,TAZ population,0.7584,TAZ employment
