source,own_pc,matched_cellular_pc,congruence,var_share,superzone,loading,origin_score
survey d10,1,2,0.9463824873347738,0.05219088376667199,37,0.0470415730652479,0.04811355657294321
survey d10,1,2,0.9463824873347738,0.05219088376667199,38,-0.16611708534379846,-0.224557216146743
survey d10,1,2,0.9463824873347738,0.05219088376667199,39,-0.38878185974037777,-0.373020504044391
survey d10,1,2,0.9463824873347738,0.05219088376667199,40,-0.6585862397374039,-0.6270030014075928
survey d10,3,3,0.8902992378503581,0.048129846858968386,1,-0.10677587609604793,-0.1030319323820021
survey d10,3,3,0.8902992378503581,0.048129846858968386,2,-0.09824798290746363,-0.08772113830338804
survey d10,3,3,0.8902992378503581,0.048129846858968386,3,-0.14647966841105844,-0.133435104478162
survey d10,3,3,0.8902992378503581,0.048129846858968386,4,-0.0057838025425233,-0.00938104432941616
survey d10,3,3,0.8902992378503581,0.048129846858968386,5,-0.012532160925697627,-0.016817185822677955
survey d10,3,3,0.8902992378503581,0.048129846858968386,6,-0.014267897833592011,-0.012234313545078585
survey d10,3,3,0.8902992378503581,0.048129846858968386,7,-0.014321608813532598,-0.01859769124649412
survey d10,3,3,0.8902992378503581,0.048129846858968386,8,-0.00908369386699359,-0.010660306415944686
survey d10,3,3,0.8902992378503581,0.048129846858968386,9,-0.0049086844934108365,-0.005362113011313234
survey d10,3,3,0.8902992378503581,0.048129846858968386,10,0.033975886811014745,0.04034522393814283
survey d10,3,3,0.8902992378503581,0.048129846858968386,11,0.031031381282358994,0.037333631587710546
survey d10,3,3,0.8902992378503581,0.048129846858968386,12,-0.006282960435380816,0.0012164752765860944
survey d10,3,3,0.8902992378503581,0.048129846858968386,13,-0.033726630403804754,-0.039150213519086145
survey d10,3,3,0.8902992378503581,0.048129846858968386,14,-0.055875719356003814,-0.04804379591625574
survey d10,3,3,0.8902992378503581,0.048129846858968386,15,-0.06161498649925147,-0.05229394145254997
survey d10,3,3,0.8902992378503581,0.048129846858968386,16,-0.03786535022561803,-0.036395829066709864
survey d10,3,3,0.8902992378503581,0.048129846858968386,17,-0.0402334113629812,-0.03913616707738362
survey d10,3,3,0.8902992378503581,0.048129846858968386,18,-0.01324573874116188,-0.014705849349596952
