stop_a,stop_b,routed_m,straight_m,covered_m,observed_min,n_trips,flag
46507,47161,62.09,117.07,62.09,0.13,11,ok
46509,46322,240.97,100.76,0.00,1.20,26,no_coverage
46514,18715,1650.77,1507.49,1650.77,1.45,16,ok
46514,20158,1819.68,1275.81,1819.68,2.01,2,ok
46514,47145,268.27,285.30,268.27,0.43,11,ok
46517,47291,390.87,389.47,0.00,0.88,2,no_coverage
4653,4984,420.26,369.12,376.60,1.39,3,ok
4654,4567,263.42,232.13,263.42,0.52,30,ok
46545,50256,476.60,335.96,476.60,1.20,8,ok
4655,4971,724.07,391.17,724.07,1.41,99,ok
4655,6240,748.39,375.39,748.39,1.48,7,ok
4656,4515,155.75,206.72,155.75,0.36,28,ok
4656,4520,348.55,275.33,348.55,0.75,7,ok
4656,5057,266.93,227.04,266.93,0.72,8,ok
46568,5570,353.98,267.14,353.98,1.06,18,ok
4657,5027,269.59,140.61,269.59,0.79,29,ok
46578,17635,331.03,334.40,331.03,0.73,13,ok
46578,17653,251.74,212.38,251.74,0.56,13,ok
4658,41978,654.54,571.65,654.54,1.65,1,ok_undirected
4658,4504,458.72,436.79,458.72,1.02,24,ok_undirected
4659,4509,1406.21,1395.96,1406.21,1.94,6,ok
4659,5165,1074.00,1063.29,1074.00,1.33,93,ok
4660,4954,156.93,131.93,156.93,0.40,24,ok
4661,4578,488.87,521.65,488.87,1.41,21,ok
4662,5050,611.33,523.22,0.00,0.75,5,no_coverage
46628,50240,2347.91,256.17,2347.91,5.66,20,ok
4663,4611,611.34,343.11,611.34,1.82,5,ok
4663,4627,567.97,375.19,567.97,1.68,13,ok
4663,5016,467.92,289.06,467.92,1.41,14,ok_undirected
4664,19689,262.64,219.52,262.64,0.69,29,ok
4664,41721,349.54,246.44,349.54,0.93,13,ok
4664,4552,153.96,83.05,153.96,0.33,14,ok
4665,4507,228.86,17.71,228.86,0.54,10,ok
4665,4815,283.92,254.91,283.92,0.55,120,ok
4666,18383,377.90,273.34,377.90,1.08,14,ok
4666,19391,471.95,419.02,471.95,1.29,50,ok
4666,35291,393.81,231.88,393.81,0.86,49,ok
46662,43348,1007.82,960.64,291.21,1.59,2,ok
4667,47851,296.08,202.39,55.94,0.98,14,ok
4668,20740,880.46,755.53,880.46,1.97,5,ok
4668,49545,275.00,286.54,275.00,0.74,77,ok
4668,49560,260.52,215.78,260.52,0.70,14,ok
46701,20848,415.62,281.65,415.62,1.09,14,ok
46709,50109,333.58,353.96,333.58,0.93,12,ok
4671,17557,743.90,482.26,743.90,1.42,7,ok
4671,19090,582.59,258.35,582.59,1.07,4,ok
4671,4596,335.60,308.42,335.60,0.85,175,ok_undirected
4671,6043,980.61,508.86,955.01,2.65,2,ok_undirected
4672,5109,107.43,106.75,107.43,0.29,7,ok_undirected
4673,38560,499.91,369.72,499.91,1.06,14,ok
4673,4158,288.94,196.39,288.94,0.65,42,ok
4673,4532,480.59,356.97,480.59,1.10,7,ok
4674,19615,488.22,282.40,488.22,1.31,112,ok
4674,6232,538.18,246.01,538.18,1.48,7,ok
46748,1179,321.75,225.37,321.75,0.90,23,ok
46748,41510,273.78,252.18,273.78,0.76,7,ok
46749,2112,451.57,122.64,451.57,1.22,6,ok
4675,43913,488.28,193.34,488.28,1.39,20,ok
4675,4838,303.72,204.00,303.72,0.93,40,ok
4675,4861,1240.37,999.93,1240.37,3.42,2,ok
4676,19359,1361.34,794.33,1361.34,2.79,11,ok
4676,21061,822.52,497.04,822.52,1.80,42,ok
4676,4261,891.90,536.44,891.90,2.05,5,ok
4676,4655,788.28,611.30,788.28,1.38,52,ok_undirected
4676,5143,917.80,548.53,917.80,1.65,14,ok
46769,20078,269.68,312.20,269.68,0.22,9,ok
4677,4804,414.12,438.21,414.12,0.57,54,ok
4677,5167,2537.72,2511.27,2537.72,2.57,7,ok_undirected
4678,18845,457.34,477.72,457.34,0.61,60,ok
4678,20740,3221.38,3239.89,3221.38,4.07,4,ok
4678,4744,936.13,993.66,936.13,1.09,2,ok
4679,4680,0.00,273.57,0.00,0.56,3,no_coverage
4680,4681,220.89,191.86,220.89,0.58,3,ok
4681,4682,674.66,446.96,674.66,1.28,3,ok
46810,37512,157.61,111.78,157.61,0.43,20,ok
4682,4689,285.90,620.36,285.90,0.50,3,ok
4683,4684,85.00,167.01,0.00,1.26,5,no_coverage
46835,46748,255.83,248.02,255.83,0.68,30,ok
4684,4688,1108.28,709.52,0.00,1.64,5,no_coverage
4686,5098,280.26,175.74,0.00,0.61,5,no_coverage
4687,4692,1231.23,763.58,0.00,2.00,3,no_coverage
46875,47139,354.05,186.23,354.05,1.28,17,ok
4688,4662,123.35,140.34,0.00,0.56,5,no_coverage
46881,47427,256.60,256.95,256.60,0.59,8,ok
4689,4690,753.83,457.64,753.83,1.89,3,ok
4690,4691,280.32,212.09,280.32,0.67,2,ok
4690,4694,2516.74,1073.30,424.08,4.33,1,ok
46902,47069,117.79,113.73,117.79,0.35,12,ok
46902,47926,117.79,152.12,117.79,0.35,11,ok
4691,4694,2470.06,902.65,488.77,4.57,2,ok
4692,4693,235.27,220.26,0.00,0.97,4,no_coverage
4693,4687,1449.01,915.83,0.00,2.25,1,no_coverage
4693,4982,768.59,611.53,0.00,1.00,3,no_coverage
46932,50910,360.16,238.78,211.36,1.14,9,ok
4694,4695,219.93,185.96,219.93,0.49,3,ok
46942,47445,295.22,226.01,295.22,0.96,8,ok
4695,4696,365.59,290.27,167.69,0.79,3,ok
4696,4697,313.26,266.57,0.00,0.78,3,no_coverage
4697,4516,242.55,296.79,0.00,0.51,3,no_coverage
46978,46310,352.35,283.62,352.35,0.82,11,ok
4698,4785,2400.84,2098.61,2400.84,2.23,3,ok
4698,4816,3075.97,2207.82,3051.28,3.36,1,ok
46984,35384,391.63,408.62,391.63,0.98,3,ok
46987,2069,382.91,300.77,382.91,0.93,40,ok
4699,51987,2282.11,2136.03,2282.11,2.77,3,ok
47004,41115,70.36,246.43,70.36,0.20,4,ok
4701,18366,127.12,112.40,127.12,0.41,1,ok
4701,4200,444.38,278.43,444.38,1.24,14,ok_undirected
4701,4859,529.75,342.76,521.21,1.68,11,ok
4702,4865,471.55,390.58,471.55,1.01,12,ok_undirected
4702,5000,398.99,348.71,398.99,0.94,22,ok
47023,17206,144.14,147.80,144.14,0.43,1,ok
47024,48086,209.88,170.61,209.88,0.44,11,ok
4703,4702,470.79,285.36,470.79,1.53,26,ok
4704,4649,331.53,294.95,331.53,0.72,63,ok
47044,35342,847.60,318.64,847.60,1.60,4,ok
4705,4866,286.70,161.83,286.70,0.42,13,ok_undirected
4706,17999,776.25,668.98,776.25,1.44,2,ok_undirected
4706,4862,802.75,585.43,802.75,1.59,3,ok_undirected
4706,4930,1522.58,650.72,1522.58,3.99,1,ok
4706,5097,502.96,478.00,502.96,0.88,71,ok_undirected
47069,47024,219.86,174.21,219.86,0.32,11,ok
47069,48086,420.00,308.45,207.64,1.61,1,ok
4710,4886,760.74,669.38,760.74,1.16,1,ok
47112,18971,1785.88,1120.61,0.00,2.47,2,no_coverage
47112,18972,1813.09,1028.86,49.51,2.33,1,ok
47114,47156,209.88,171.13,209.88,0.56,10,ok
4712,40818,889.81,671.24,780.30,3.29,25,ok
4712,4762,165.51,148.44,165.51,0.30,5,ok
4712,4863,1574.37,1476.58,1440.59,1.77,5,ok
4713,40852,823.91,612.26,823.91,1.14,5,ok
4713,4941,827.61,790.11,827.61,1.27,15,ok
47139,44050,704.13,545.15,704.13,2.00,9,ok
47139,44053,864.99,409.13,864.99,2.43,8,ok
47145,20917,1422.25,1287.60,1397.85,1.98,15,ok
47145,21295,1685.39,1628.51,1661.00,2.13,8,ok
47145,21304,1420.93,1315.55,1420.93,1.52,4,ok_undirected
47150,47323,297.53,304.47,297.53,0.80,14,ok
47152,50127,433.00,330.47,433.00,0.84,14,ok
47156,47923,446.87,294.88,446.87,1.50,10,ok
4716,5166,229.93,140.00,229.93,0.31,7,ok_undirected
47161,44831,480.36,404.50,480.36,1.10,11,ok
47163,35340,910.89,935.75,910.89,1.32,4,ok
4717,4678,2456.39,2406.05,2456.39,4.60,8,ok
4717,4805,2132.40,2089.07,2132.40,3.91,28,ok_undirected
47177,47112,1714.10,1027.31,0.00,4.52,3,no_coverage
47179,41194,290.23,330.70,290.23,0.72,13,ok
4718,4769,1367.28,1336.20,1367.28,1.46,6,ok
4719,4740,534.67,472.85,534.67,0.68,6,ok
4720,4864,5026.20,4981.55,5026.20,3.41,9,ok
4721,4638,1932.79,1867.33,1932.79,1.30,20,ok
47210,46399,34.61,134.68,34.61,0.06,3,ok
4722,4969,348.51,303.00,348.51,0.64,35,ok
4723,43131,841.79,491.89,841.79,1.35,1,ok
47232,46509,145.22,179.01,145.22,0.30,26,ok
4724,18844,1697.97,1675.05,1697.97,2.57,58,ok
4725,20740,622.22,615.75,622.22,0.91,5,ok_undirected
4725,41046,858.57,881.25,858.57,1.29,3,ok_undirected
4725,5020,733.69,721.57,733.69,1.04,50,ok_undirected
4726,4889,2498.68,1510.91,2498.68,2.89,11,ok
4726,5197,1561.65,1479.51,1561.65,1.65,1,ok
4727,20384,4480.20,4145.96,1603.48,3.49,2,ok
4727,4772,6893.06,6540.97,6893.06,5.03,19,ok
4728,4476,302.51,244.96,302.51,0.89,11,ok
4728,4502,282.59,254.91,282.59,0.72,29,ok
47287,20316,230.20,261.83,230.20,0.88,40,ok
4729,4510,1200.63,790.28,1200.63,1.69,33,ok
4729,4915,562.88,544.75,562.88,0.73,101,ok_undirected
4729,4980,3281.30,2939.21,3281.30,5.06,2,ok
47291,49470,842.12,783.40,0.00,2.15,2,no_coverage
4731,4783,1146.19,1005.87,1146.19,1.08,6,ok
4732,4770,534.37,555.96,534.37,0.50,6,ok
47323,47152,235.55,127.50,235.55,0.59,14,ok
4733,19760,2202.07,1973.56,2202.07,2.98,3,ok
4733,43971,825.00,881.52,825.00,0.95,19,ok
4733,43973,797.16,826.24,797.16,0.92,6,ok
4734,4805,3550.61,3234.57,3550.61,4.44,27,ok_undirected
4735,4741,2010.23,1988.72,2010.23,1.87,30,ok
4735,4742,2118.69,1976.45,2118.69,2.07,9,ok
4736,4791,3040.83,2730.56,3040.83,3.97,6,ok
4736,49977,1491.18,1361.49,1425.23,2.22,38,ok_undirected
4736,51946,1579.42,1231.86,1535.72,2.33,3,ok
47364,21190,658.84,543.44,658.84,2.63,6,ok
47364,21191,690.48,527.84,690.48,2.71,6,ok
4737,4653,2754.05,2112.47,2312.04,6.77,2,ok
4737,4755,1959.21,1882.92,1959.21,4.75,11,ok
4738,4797,706.51,662.28,706.51,1.24,8,ok
4739,4718,534.67,448.26,534.67,1.03,6,ok
47399,7035,252.88,203.65,252.88,0.59,14,ok
4740,4721,3289.83,2688.16,3289.83,4.29,6,ok
47407,35250,139.50,146.58,139.50,0.36,7,ok
4741,40242,4034.38,3180.22,4034.38,6.26,2,ok
4741,4878,2592.34,2328.00,2592.34,3.60,22,ok
4741,4879,2381.27,2266.53,2381.27,3.36,6,ok
47414,41729,346.65,389.43,346.65,0.87,9,ok
47417,41730,184.55,190.66,184.55,0.42,8,ok
47418,47426,521.78,468.09,521.78,2.02,8,ok
47419,47437,154.44,103.44,154.44,0.38,7,ok
4742,40571,3715.61,3151.68,3132.11,3.23,3,ok
4742,4699,2177.85,2012.98,2177.85,1.84,2,ok
4742,50041,4263.86,3676.87,4263.86,3.87,4,ok
47425,20336,92.20,88.40,92.20,0.33,7,ok
47426,39018,444.95,317.52,444.95,1.44,8,ok
47427,46942,262.90,261.27,262.90,0.54,8,ok
47430,20317,255.40,164.16,255.40,0.53,39,ok_undirected
47433,5542,225.27,79.80,225.27,0.56,15,ok
47437,20422,271.03,272.96,271.03,0.72,7,ok
4744,20740,2285.25,2246.82,2285.25,2.98,2,ok
4744,4725,3003.93,1634.28,3003.93,4.04,58,ok
47445,5565,95.42,87.60,95.42,0.33,8,ok_undirected
47447,19550,343.36,337.10,343.36,1.02,25,ok_undirected
47447,35274,157.17,207.70,157.17,0.53,4,ok
4745,4763,2053.98,1992.10,2053.98,1.54,20,ok_undirected
4746,4548,394.53,394.15,394.53,0.67,31,ok
4750,4801,2207.74,2213.12,2207.74,1.93,1,ok
4750,4947,2733.74,2179.93,2733.74,2.51,2,ok
4752,4843,1744.88,1106.36,1727.37,3.20,2,ok
4753,4800,1628.85,1485.98,1628.85,1.68,2,ok
4753,4947,2154.85,1757.24,2154.85,2.26,3,ok
4754,18871,569.00,437.55,559.84,1.35,24,ok
4754,4791,11902.65,10949.81,11893.50,20.15,2,ok
4754,4880,4376.63,3993.25,4367.48,10.63,1,ok
4755,4776,2301.38,2329.57,2301.38,3.21,13,ok
4756,34263,5079.67,4019.92,3979.11,7.75,1,ok
4756,4738,3231.83,1876.70,3223.67,4.32,7,ok
4757,4809,825.16,760.20,284.13,0.96,2,ok
4758,4698,2734.46,1872.74,2699.25,3.06,3,ok
4759,4677,357.49,343.51,357.49,0.67,63,ok
4761,43933,351.83,223.22,351.83,0.79,5,ok
4761,4713,310.20,196.66,310.20,0.65,15,ok
4761,4941,1137.81,955.45,1137.81,1.93,4,ok
4762,4863,1408.86,1330.24,1275.08,1.46,9,ok
4763,19821,6902.33,6910.67,6902.33,6.18,2,ok_undirected
4763,4875,1929.86,1956.52,1929.86,1.70,37,ok_undirected
4763,4877,2117.22,1872.38,2117.22,1.90,3,ok
4765,4807,578.61,382.21,578.61,0.42,6,ok
4766,4897,698.37,842.56,698.37,0.64,6,ok
4767,5056,4399.57,3865.95,4125.25,3.96,1,ok
4768,5163,438.85,438.64,0.00,0.57,2,no_coverage
4769,4731,534.37,548.80,534.37,0.57,6,ok
4770,4719,1367.28,1257.37,1367.28,2.08,6,ok
4771,43218,7338.72,6280.24,7080.32,5.53,1,ok
4771,4726,6978.26,6532.34,6978.26,5.06,12,ok
4772,4774,1702.43,1605.62,1702.43,2.13,19,ok
4773,4771,1571.73,1590.64,1571.73,1.34,13,ok
4774,42431,1015.06,249.35,1015.06,2.22,8,ok
4774,4636,1995.24,227.24,1995.24,4.59,14,ok
4774,47851,2174.16,991.34,1923.93,4.95,2,ok
4775,4562,222.53,196.18,222.53,0.57,34,ok
4776,4836,2618.31,2552.91,2618.31,2.67,13,ok_undirected
47766,5498,1894.19,1510.09,693.00,2.04,11,ok
47768,19086,348.70,334.64,316.33,0.90,11,ok_undirected
47768,4634,352.87,189.74,352.87,1.05,2,ok
47768,5017,468.68,312.13,468.68,1.35,2,ok
47768,5065,447.23,252.81,447.23,1.45,12,ok
4777,4653,3224.99,2350.51,2778.27,3.95,1,ok
4777,4756,2394.79,2346.46,2394.79,2.39,7,ok
4778,5176,1942.97,1849.46,1942.97,1.31,1,ok
4779,4757,396.94,403.29,0.00,0.27,2,no_coverage
47791,47768,39.24,39.47,39.24,0.17,2,ok
47799,18677,2013.65,1484.29,789.84,2.27,10,ok
47799,18687,1916.55,1584.50,1797.66,2.18,1,ok
47799,18695,341.82,268.50,222.94,0.58,7,ok
47799,18704,1325.41,1259.91,1206.52,1.72,6,ok_undirected
47799,5498,1894.19,1510.09,693.00,2.04,2,ok
4780,4550,397.18,202.25,397.18,0.84,24,ok
4780,4827,707.47,623.02,707.47,1.26,73,ok
4780,4916,275.55,224.34,275.55,0.53,26,ok_undirected
47807,19468,491.38,324.72,491.38,1.37,15,ok
47807,4634,352.87,189.74,352.87,1.05,5,ok
4781,4735,962.86,914.18,962.86,1.08,3,ok
47810,18687,1916.55,1584.50,1797.66,2.18,1,ok
47810,18695,341.82,268.50,222.94,0.58,7,ok
47810,19896,1275.20,1150.91,1156.31,1.79,8,ok
47810,5498,1894.19,1510.09,693.00,2.04,4,ok
4782,49977,566.73,555.41,566.73,0.77,3,ok_undirected
47825,5048,233.83,143.31,233.83,0.89,22,ok_undirected
47825,6189,1040.71,566.90,1040.71,2.70,14,ok
47827,17579,712.28,509.94,712.28,4.58,27,ok
47827,17613,281.16,180.70,281.16,3.20,1,ok
47828,5048,233.83,143.31,233.83,0.89,28,ok_undirected
4783,4896,1369.44,1051.10,1369.44,1.42,6,ok
4784,4732,1146.19,993.44,1146.19,0.92,6,ok
47841,48898,1170.24,822.64,1170.24,3.60,28,ok_undirected
47848,16977,317.18,153.22,317.18,0.77,5,ok_undirected
47848,3368,834.62,416.72,834.62,2.51,16,ok
4785,4789,1969.39,1882.79,1969.39,1.86,7,ok
47851,48001,135.65,61.39,135.65,1.42,2,ok
47851,4957,1290.59,577.89,1290.59,4.36,1,ok
47854,3437,3719.44,2443.31,3719.44,5.27,34,ok
47854,35790,3721.14,1639.52,3626.06,6.23,111,ok
47855,35459,616.14,358.50,616.14,2.22,144,ok
47856,2356,673.31,443.92,673.31,2.52,2,ok_undirected
47856,2394,10206.34,9868.35,10206.34,10.00,1,ok
47856,3937,1166.88,791.37,1166.88,3.51,6,ok
47856,3999,6895.30,6619.36,6895.30,7.19,3,ok
47857,18704,1325.41,1259.91,1206.52,1.72,22,ok_undirected
47858,5048,233.83,143.31,233.83,0.89,15,ok_undirected
47859,39052,681.86,498.41,681.86,1.95,22,ok
47859,5266,473.17,264.02,473.17,1.71,2,ok
4786,4503,459.09,363.59,459.09,1.09,3,ok
47860,5266,473.17,264.02,473.17,1.71,29,ok
47861,2356,673.31,443.92,673.31,2.52,5,ok_undirected
47861,2392,7415.94,5610.08,7415.94,8.43,3,ok
47863,1296,6016.67,5745.13,6016.67,6.87,6,ok_undirected
47863,2356,673.31,443.92,673.31,2.52,4,ok_undirected
47863,2392,7415.94,5610.08,7415.94,8.43,7,ok
47866,47868,208.54,161.92,208.54,0.61,10,ok
47867,6578,231.83,255.07,231.83,0.60,10,ok_undirected
47868,47867,653.83,320.78,653.83,1.57,10,ok
47869,17569,308.27,220.10,308.27,0.90,10,ok
4787,39864,1023.27,924.64,1023.27,1.73,2,ok
47877,19486,594.43,481.20,594.43,1.98,11,ok
47878,1296,6016.67,5745.13,6016.67,6.87,12,ok_undirected
47878,20675,13653.35,11365.27,13653.35,14.11,1,ok
47879,5498,1894.19,1510.09,693.00,2.04,19,ok
4788,50395,2636.47,1830.89,2554.09,3.46,2,ok
47885,1098,585.62,499.92,585.62,1.60,13,ok_undirected
47885,1109,400.28,346.29,400.28,1.24,14,ok
47887,4773,2154.22,1001.43,2154.22,4.90,1,ok
47887,4957,1154.94,609.64,1154.94,2.94,1,ok
47887,5048,233.83,143.31,233.83,0.89,8,ok_undirected
4789,4889,2133.37,1097.21,2133.37,2.56,4,ok
4789,4890,1162.34,1070.80,1162.34,1.28,3,ok
47893,48898,1170.24,822.64,1170.24,3.60,14,ok_undirected
47893,49615,1457.60,317.96,1372.29,3.07,6,ok
47896,2356,673.31,443.92,673.31,2.52,10,ok_undirected
47896,2394,10206.34,9868.35,10206.34,10.00,7,ok
47896,3960,450.27,309.28,450.27,2.02,2,ok
47897,35465,547.51,492.72,547.51,1.89,4,ok
47897,4505,1004.82,625.00,1004.82,3.06,2,ok
47897,4594,271.89,197.17,138.40,1.01,11,ok_undirected
47897,4630,725.53,512.34,725.53,2.19,2,ok
47898,2356,673.31,443.92,673.31,2.52,22,ok_undirected
4790,41481,3081.65,2794.54,3081.65,3.38,4,ok
4790,49976,1694.21,1465.26,1694.21,1.63,31,ok
4790,51946,1596.57,1382.00,1596.57,1.48,3,ok
47903,43142,340.27,337.51,340.27,0.81,1,ok_undirected
47903,51809,0.00,40.81,0.00,0.00,14,no_coverage
47908,19468,491.38,324.72,491.38,1.37,13,ok
47908,4634,352.87,189.74,352.87,1.05,10,ok
4791,4510,1730.18,1430.86,1730.18,2.37,5,ok
4791,4728,661.35,596.27,661.35,1.19,2,ok
4791,4729,670.41,640.64,670.41,0.97,70,ok_undirected
47911,19486,594.43,481.20,594.43,1.98,6,ok
47912,19821,,10363.31,,14.98,1,unreachable
47912,5048,233.83,143.31,233.83,0.89,4,ok_undirected
47914,5048,233.83,143.31,233.83,0.89,9,ok_undirected
47916,19486,594.43,481.20,594.43,1.98,3,ok
47916,4339,521.91,413.22,521.91,2.36,2,ok_undirected
4792,18788,3405.34,3182.14,3405.34,3.53,3,ok_undirected
4792,19571,7131.40,3281.97,7131.40,7.27,10,ok
47923,20881,635.91,382.62,635.91,1.15,10,ok_undirected
47925,4505,1004.82,625.00,1004.82,3.06,2,ok
47925,4635,720.12,450.00,720.12,2.14,7,ok
47925,4957,1154.94,609.64,1154.94,2.94,7,ok
47925,5048,233.83,143.31,233.83,0.89,1,ok_undirected
47926,17694,559.16,492.76,559.16,2.00,11,ok
47928,1296,6016.67,5745.13,6016.67,6.87,5,ok_undirected
4793,4837,1737.46,1625.94,1737.46,1.63,8,ok
47930,17721,380.15,258.30,380.15,1.66,13,ok
47931,49043,531.06,523.84,531.06,1.97,11,ok
4794,20245,445.22,431.67,445.22,0.54,7,ok
4794,4885,442.93,377.06,332.62,0.58,2,ok
47944,18459,418.88,387.18,418.88,1.00,6,ok
47944,18544,1045.12,883.50,1045.12,1.75,2,ok
47945,47949,237.19,259.39,237.19,0.79,11,ok
47946,17621,251.59,65.88,251.59,0.72,13,ok
47946,47945,339.88,299.63,339.88,0.97,11,ok
47947,17636,934.94,209.01,934.94,2.93,1,ok
47947,47946,281.47,308.26,281.47,0.93,24,ok
47948,2356,673.31,443.92,673.31,2.52,12,ok_undirected
47948,2392,7415.94,5610.08,7415.94,8.43,1,ok
47949,19713,204.45,243.27,204.45,0.66,11,ok_undirected
4795,4620,5248.11,5039.86,5248.11,4.92,8,ok
47951,3549,10584.48,9278.72,10584.48,11.34,4,ok
47957,47972,493.50,237.82,493.50,0.79,12,ok
47958,47971,500.04,331.52,500.04,1.41,13,ok
47959,3368,735.83,368.73,671.75,2.20,43,ok_undirected
4796,34263,3853.32,3195.08,2717.50,6.65,1,ok
4796,4737,700.50,723.59,700.50,0.95,12,ok
47960,47961,332.72,355.03,332.72,1.06,22,ok
47961,47957,311.94,227.78,311.94,1.00,12,ok
47961,48787,370.37,284.23,370.37,1.06,10,ok
47964,3228,952.57,510.12,888.49,2.96,7,ok_undirected
47965,17141,910.26,377.66,910.26,2.06,12,ok
47967,47968,381.16,270.31,381.16,1.09,22,ok
47968,42770,494.97,496.96,494.97,1.37,9,ok_undirected
47968,49967,250.65,277.90,250.65,0.57,13,ok
47969,3549,10584.48,9278.72,10584.48,11.34,7,ok
4797,19821,1913.67,1736.85,1913.67,3.35,1,ok_undirected
4797,4894,1924.65,1746.85,1924.65,3.38,7,ok
47970,47967,254.58,222.89,254.58,0.59,13,ok
47971,47970,218.16,163.74,218.16,0.48,13,ok
47972,47965,253.18,330.46,253.18,0.83,12,ok
47973,1109,400.28,346.29,400.28,1.24,6,ok
47973,2657,721.26,645.82,721.26,2.05,17,ok
47974,4339,521.91,413.22,521.91,2.36,6,ok_undirected
47975,1098,585.62,499.92,585.62,1.60,3,ok_undirected
47975,1109,400.28,346.29,400.28,1.24,17,ok
47975,1141,633.94,373.27,633.94,2.32,5,ok
47975,1170,1154.79,745.05,1154.79,3.47,1,ok
47975,2657,721.26,645.82,721.26,2.05,11,ok
47984,39052,681.86,498.41,681.86,1.95,10,ok
47984,5266,473.17,264.02,473.17,1.71,11,ok
47988,19486,594.43,481.20,594.43,1.98,11,ok
47989,18116,397.75,359.00,373.22,0.99,7,ok_undirected
47995,2179,5439.48,4019.55,5421.82,9.60,9,ok
47995,2356,673.31,443.92,673.31,2.52,8,ok_undirected
47997,18459,418.88,387.18,418.88,1.00,12,ok
47997,18523,1240.23,812.35,1240.23,2.09,8,ok
47997,6057,261.81,31.33,261.81,0.87,2,ok
47998,18116,397.75,359.00,373.22,0.99,2,ok_undirected
47998,19472,355.74,216.09,331.21,0.87,1,ok_undirected
4800,4639,2318.00,2225.80,2318.00,2.16,5,ok
48000,18121,763.46,381.68,618.53,4.43,1,ok
48000,41672,349.47,165.04,324.94,0.89,25,ok_undirected
48001,4635,720.12,450.00,720.12,2.14,28,ok
48001,4957,1154.94,609.64,1154.94,2.94,2,ok
48003,4505,1004.82,625.00,1004.82,3.06,5,ok
48003,4565,1046.62,586.32,1046.62,3.26,18,ok_undirected
48003,4635,720.12,450.00,720.12,2.14,3,ok
4801,20370,2355.78,1404.28,2355.78,3.03,1,ok
4801,4754,2200.76,1473.39,2191.61,2.78,2,ok
48019,3437,3826.77,2487.55,3826.77,6.24,18,ok
4802,4786,3334.04,2733.45,3334.04,2.64,3,ok
4802,5814,5117.99,2660.30,5117.99,5.78,2,ok
48020,17505,775.78,657.28,775.78,2.14,21,ok
48024,3368,834.62,416.72,834.62,2.51,46,ok
4803,4934,1941.09,1850.87,1941.09,1.71,3,ok
48031,3368,834.62,416.72,834.62,2.51,28,ok
48034,3368,834.62,416.72,834.62,2.51,16,ok
48038,3437,3826.77,2487.55,3826.77,6.24,11,ok
48039,17505,775.78,657.28,775.78,2.14,29,ok
4804,4716,2175.13,2064.27,2175.13,2.01,7,ok
4804,4733,3604.64,3388.42,3604.64,5.02,28,ok
4804,5167,2123.60,2074.69,2123.60,2.00,19,ok_undirected
48040,3368,834.62,416.72,834.62,2.51,31,ok
48043,17505,775.78,657.28,775.78,2.14,21,ok
48044,3368,834.62,416.72,834.62,2.51,32,ok
48045,17505,998.74,648.76,998.74,3.04,18,ok
4805,4678,906.15,320.20,906.15,1.30,55,ok
48051,3368,834.62,416.72,834.62,2.51,19,ok
48054,35464,628.40,469.97,628.40,1.82,2,ok
48054,4505,691.44,485.31,691.44,1.89,3,ok
48054,4630,412.15,418.95,412.15,1.02,7,ok
48054,6189,1121.60,644.26,1121.60,2.63,6,ok
4806,4203,1415.36,215.07,1408.88,3.63,161,ok
48060,1097,1216.72,564.64,1216.72,3.63,2,ok
48060,1109,400.28,346.29,400.28,1.24,11,ok
48060,1141,633.94,373.27,633.94,2.32,36,ok
48060,2657,721.26,645.82,721.26,2.05,3,ok
48060,44095,1678.39,1329.88,1678.39,4.79,3,ok
48061,17595,505.52,420.63,487.25,2.58,2,ok
48061,44243,303.46,271.74,303.46,1.62,55,ok
48062,17559,288.65,211.89,288.65,1.52,22,ok
48062,49871,211.15,234.65,211.15,1.03,10,ok
48068,17613,281.16,180.70,281.16,3.20,1,ok
48068,17623,373.99,277.30,373.99,3.51,4,ok_undirected
4807,4617,1241.40,1158.09,1241.40,1.00,6,ok
48079,3228,952.57,510.12,888.49,2.96,3,ok_undirected
48079,3368,735.83,368.73,671.75,2.20,7,ok_undirected
48086,47930,171.36,126.34,171.36,0.46,2,ok
48086,49031,600.18,487.98,538.57,1.77,10,ok
4809,4656,2278.90,1550.39,2278.90,3.05,7,ok
4810,18894,779.91,431.09,328.44,1.00,4,ok
4810,4898,328.44,339.19,328.44,0.42,1,ok
48102,1296,6016.67,5745.13,6016.67,6.87,19,ok_undirected
48102,3999,6895.30,6619.36,6895.30,7.19,4,ok
48103,17505,998.74,648.76,998.74,3.04,9,ok
48103,2392,7415.94,5610.08,7415.94,8.43,3,ok
48106,17623,373.99,277.30,373.99,3.51,6,ok_undirected
4811,4504,569.89,347.22,569.89,1.38,6,ok_undirected
4812,4604,22.92,143.82,22.92,0.06,5,ok
48129,18459,418.88,387.18,418.88,1.00,28,ok
48129,18489,86.30,117.81,86.30,0.22,17,ok
48129,18544,1045.12,883.50,1045.12,1.75,8,ok
48129,46230,235.74,262.95,235.74,0.56,10,ok
48129,6057,261.81,31.33,261.81,0.87,7,ok
4813,4816,2613.51,2028.61,2588.82,4.06,3,ok
48141,1296,6016.67,5745.13,6016.67,6.87,3,ok_undirected
48141,2356,673.31,443.92,673.31,2.52,13,ok_undirected
48143,17614,324.57,239.95,324.57,3.31,17,ok
48143,17623,373.99,277.30,373.99,3.51,1,ok_undirected
4815,18401,469.04,434.14,469.04,1.02,7,ok
