stop_a,stop_b,routed_m,straight_m,covered_m,observed_min,n_trips,flag
1555,1566,419.81,400.16,419.81,1.22,8,ok
1556,1572,1775.63,1394.18,268.17,2.03,3,ok
1559,1549,390.41,407.86,390.41,0.50,16,ok
1560,1498,4418.18,3859.17,4418.18,5.43,5,ok
1561,1203,198.92,207.51,198.92,0.25,17,ok
1562,1495,4054.48,2530.38,4054.48,6.27,1,ok
1562,1569,1344.13,1273.77,1344.13,1.66,12,ok
1562,42821,1399.38,971.80,1399.38,1.77,7,ok
1563,1562,2321.32,989.92,2321.32,3.16,5,ok
1563,17236,731.84,748.24,731.84,0.90,17,ok
1566,1568,834.18,767.40,834.18,0.98,2,ok
1566,1574,848.20,837.24,848.20,0.99,22,ok
1568,1554,1453.22,1369.30,1453.22,1.42,2,ok
1569,3956,,31442.30,,27.00,2,unreachable
1569,4089,5699.81,4929.14,5699.81,5.20,4,ok
1569,4124,6679.19,4966.03,6679.19,6.29,8,ok
1569,4133,1826.31,915.99,1826.31,1.52,36,ok_undirected
1569,4871,,18836.55,,16.60,3,unreachable
1572,1559,954.16,845.43,943.09,1.17,10,ok
1572,1563,950.93,854.20,939.86,1.15,14,ok
1574,1583,889.99,813.79,889.99,1.05,2,ok
1574,1584,915.92,878.94,915.92,1.12,20,ok
1575,1560,484.70,430.54,484.70,1.19,5,ok
1579,1563,1769.69,1739.24,1769.69,1.99,2,ok
1579,1572,1139.67,886.77,1139.67,1.20,21,ok
1583,1617,2386.41,2127.05,2386.41,3.03,2,ok
1583,2899,1875.01,1738.10,1875.01,1.98,3,ok
1584,36125,1563.30,1066.23,1563.30,2.46,23,ok
1585,43345,947.91,422.58,368.59,1.18,2,ok
1585,43346,793.42,615.08,137.45,1.19,2,ok
1586,17471,318.91,271.24,318.91,1.01,55,ok
1587,1602,3742.53,2602.21,3742.53,5.54,5,ok
1589,36124,414.03,319.98,414.03,0.68,26,ok
1590,2678,213.70,203.71,213.70,0.63,66,ok
1592,51115,522.34,403.35,522.34,1.04,26,ok_undirected
1594,2939,31.54,95.44,31.54,0.07,8,ok
1595,1599,219.90,186.48,219.90,0.76,22,ok
1596,1589,368.13,283.43,368.13,0.75,25,ok
1596,36124,782.16,593.84,782.16,1.43,1,ok
1599,17490,138.65,160.67,138.65,0.45,22,ok
1600,35991,358.44,306.24,334.50,0.63,26,ok_undirected
1600,36036,1013.47,147.15,1013.47,1.74,3,ok
1602,4025,286.85,251.14,286.85,0.72,7,ok
1604,3116,478.92,345.02,478.92,1.23,6,ok
1607,1740,1216.34,584.03,1216.34,2.38,1,ok
1607,36080,326.74,247.04,326.74,0.82,33,ok
1608,1584,1944.65,1742.65,1944.65,1.91,1,ok
1609,2969,218.24,197.95,218.24,0.56,5,ok_undirected
1610,36128,331.93,230.15,331.93,0.99,11,ok
1615,2606,463.07,421.33,463.07,1.10,9,ok
1615,2969,582.86,376.84,582.86,1.46,6,ok
1615,36836,456.41,358.12,456.41,1.13,11,ok
1615,50297,208.42,113.92,208.42,0.46,5,ok
1616,42952,555.10,543.62,555.10,1.24,21,ok
1617,1618,158.84,132.73,71.47,1.16,3,ok
1618,2899,412.12,351.99,412.12,1.53,3,ok
1620,1627,1544.55,1312.01,1544.55,2.21,33,ok
1620,36030,976.21,879.06,976.21,1.20,3,ok
1622,1739,326.35,303.49,326.35,0.86,36,ok_undirected
1624,36079,718.24,511.39,718.24,1.72,45,ok_undirected
1624,40551,596.89,498.58,596.89,1.54,6,ok
1627,1607,1962.64,1349.44,1962.64,4.76,1,ok
1627,1622,558.14,663.47,558.14,1.34,36,ok
1627,1624,718.24,535.22,718.24,1.72,6,ok
1627,36113,528.05,607.01,528.05,1.25,10,ok
1632,37242,1110.13,755.06,1110.13,2.07,3,ok
1632,44038,269.33,216.83,269.33,0.67,4,ok
1634,1225,452.90,442.98,452.90,0.65,4,ok
1634,4034,511.02,645.95,511.02,0.87,6,ok_undirected
1639,1395,140.24,105.82,140.24,1.39,1,ok
1641,1154,5922.78,2414.61,5922.78,7.51,31,ok
1641,1166,2472.34,2331.33,2472.34,2.62,10,ok
1642,1225,1892.48,1872.97,1892.48,2.53,9,ok
1642,4035,3007.46,2386.94,2448.31,294.00,2,ok
1642,50889,869.53,893.04,869.53,1.05,10,ok
1643,2838,797.46,518.59,797.46,2.51,1,ok
1643,3993,238.55,277.85,238.55,0.58,28,ok
1644,1645,171.55,165.88,171.55,0.49,100,ok
1644,1656,712.63,649.13,712.63,1.94,3,ok
1644,17203,331.93,218.07,331.93,1.11,6,ok
1644,38700,590.78,328.67,457.46,1.57,4,ok
1645,1098,938.24,679.47,938.24,2.51,3,ok_undirected
1645,1656,541.08,483.26,541.08,1.45,85,ok
1645,42581,852.02,529.04,852.02,2.45,15,ok_undirected
1645,42988,1136.02,700.67,1126.59,3.46,3,ok
1646,1051,207.51,188.82,207.51,0.47,3,ok
1648,3991,137.86,189.13,137.86,0.53,22,ok
1649,17404,103.88,101.33,103.88,0.20,5,ok
1655,2680,254.09,280.67,254.09,0.57,11,ok
1656,1141,595.56,509.82,595.56,1.73,28,ok
1656,1144,859.86,685.99,859.86,2.54,8,ok
1656,47975,756.22,314.39,756.22,2.19,9,ok
1656,48060,756.22,314.39,756.22,2.19,14,ok
1656,48340,610.84,379.86,610.84,1.92,14,ok
1656,48351,610.84,379.86,610.84,1.92,7,ok
1656,49324,322.09,271.22,322.09,0.83,25,ok
1656,49325,322.09,271.22,322.09,0.83,6,ok
1656,49330,322.09,271.22,322.09,0.83,9,ok
1659,1660,331.46,325.29,331.46,0.82,20,ok
1660,3995,239.54,171.65,239.54,0.69,20,ok
1661,3296,143.65,172.83,143.65,0.37,48,ok
1662,1659,343.76,333.03,343.76,0.84,20,ok
1663,1662,337.17,309.24,337.17,0.74,13,ok
1665,1666,237.41,138.70,237.41,1.01,13,ok
1666,17502,127.76,160.04,127.76,0.55,7,ok
1666,43012,127.76,171.98,127.76,0.55,6,ok
1668,2697,214.40,223.45,214.40,0.63,12,ok
1669,17477,505.22,346.63,505.22,1.59,56,ok_undirected
1669,48340,505.22,370.87,505.22,1.59,2,ok_undirected
1670,17434,222.95,273.13,222.95,0.45,17,ok
1671,4018,500.05,273.28,500.05,1.58,7,ok
1678,3401,165.55,195.26,165.55,0.42,6,ok
1680,1323,2418.20,1846.62,2408.83,3.94,2,ok
1680,1394,1943.38,1332.63,1943.38,2.67,6,ok
1681,1491,611.50,472.00,611.50,1.74,10,ok
1682,17441,358.25,389.91,0.00,2.32,9,no_coverage
1685,2823,207.36,224.65,207.36,0.54,10,ok
1687,42829,590.28,466.25,590.28,1.92,5,ok
1688,1373,956.98,839.83,956.98,1.51,30,ok
1688,1687,433.71,282.50,433.71,0.98,3,ok
1688,17486,488.93,274.98,488.93,1.17,6,ok
1690,3008,208.95,193.94,208.95,0.60,15,ok
16924,4093,134.53,143.89,134.53,0.50,11,ok
16925,1516,1589.87,1531.92,1589.87,1.90,5,ok
16926,6743,5954.08,4496.54,448.33,7.84,3,ok
16928,1561,729.18,692.25,729.18,1.22,15,ok
16928,17235,1788.75,1295.51,1788.75,3.24,2,ok
16929,16928,670.41,541.83,670.41,1.03,15,ok
16929,42821,1291.31,660.60,1291.31,1.74,2,ok
16930,38617,665.41,487.92,665.41,1.56,9,ok
16932,16933,394.10,305.02,394.10,1.01,19,ok
16932,38621,445.97,351.16,445.97,1.15,9,ok
16933,16934,376.15,263.97,376.15,0.92,20,ok
16934,16935,191.23,222.73,191.23,0.40,20,ok
16935,2663,289.83,342.28,289.83,0.61,20,ok
16936,4080,1102.42,1103.72,1102.42,1.59,15,ok
16937,16938,719.62,519.06,719.62,1.48,24,ok_undirected
16937,3021,767.93,444.17,767.93,1.34,2,ok
16938,17138,2264.93,2030.59,2264.93,2.40,24,ok
1694,1695,254.99,271.75,254.99,0.86,5,ok
1694,3865,1752.42,1256.57,1752.42,4.23,1,ok
16940,1208,8361.22,7797.84,8361.22,9.70,1,ok
16940,16941,506.03,353.01,506.03,0.74,19,ok
16940,36009,728.46,334.47,728.46,1.39,3,ok
16940,36010,686.27,313.33,686.27,1.31,3,ok
16941,1229,1383.39,1370.65,1383.39,1.00,22,ok
16941,39187,1390.35,1256.74,1341.42,1.01,2,ok
16942,1243,299.63,304.30,299.63,0.46,7,ok_undirected
16942,16943,800.94,344.62,673.25,1.47,17,ok
16943,16944,445.06,373.74,445.06,0.91,22,ok_undirected
16943,16945,2582.73,2455.14,2582.73,2.58,1,ok
16944,16945,2990.09,2082.95,2990.09,3.39,22,ok
16945,16946,430.95,478.49,430.95,0.89,28,ok
16946,17253,875.17,738.63,875.17,1.30,5,ok
16946,1726,1115.61,1059.51,1115.61,1.27,1,ok
16946,1727,1115.61,1098.41,1115.61,1.27,24,ok
16946,4070,957.20,815.07,957.20,1.73,3,ok
16947,16948,181.66,158.15,181.66,0.54,27,ok
16948,16949,226.52,242.93,226.52,0.66,27,ok
16949,1488,415.09,320.10,415.09,1.31,13,ok
16949,42587,757.86,496.83,757.86,1.76,14,ok
1695,3873,367.30,265.65,367.30,0.89,8,ok
16950,17496,131.51,137.46,131.51,0.40,8,ok
16950,3040,139.63,196.46,139.63,0.44,13,ok
16952,16953,194.15,236.31,194.15,0.46,13,ok
16953,39258,299.48,286.94,299.48,0.58,13,ok
16958,1260,717.68,438.19,717.68,1.72,2,ok
16958,17223,234.64,283.55,234.64,0.64,10,ok
16962,3059,1145.70,686.56,1145.70,2.31,2,ok
16964,1749,2294.59,2060.81,2294.59,2.60,19,ok
16964,2602,3563.38,3212.83,3563.38,4.23,14,ok
16968,16976,359.57,299.84,359.57,0.64,45,ok
1697,17472,336.10,332.53,336.10,1.06,2,ok
1697,39616,278.83,205.27,278.83,0.87,4,ok
16970,17048,328.61,203.32,328.61,0.80,39,ok
16972,20484,492.17,439.01,492.17,1.35,4,ok
16972,6845,228.01,267.52,228.01,0.62,17,ok
16974,16972,310.72,282.40,310.72,1.01,15,ok
16974,20508,368.01,334.66,368.01,1.11,18,ok
16975,16968,244.79,205.28,244.79,0.58,27,ok
16975,44673,370.56,194.54,370.56,0.88,25,ok
16976,2393,734.52,716.93,734.52,1.76,6,ok
16976,3493,1143.99,565.25,1143.99,2.87,2,ok
16976,3950,395.84,471.26,395.84,0.90,24,ok
16976,50817,603.62,620.10,603.62,1.43,20,ok
16977,3368,878.16,368.15,878.16,2.37,12,ok
16978,35851,775.92,773.14,775.92,1.12,81,ok
1698,34288,427.00,203.69,427.00,1.21,6,ok
16987,17452,199.53,167.67,199.53,0.68,17,ok
16988,2481,351.60,267.12,351.60,1.04,29,ok
16988,2908,426.23,211.61,426.23,1.25,52,ok
1699,17436,206.57,147.25,206.57,0.73,6,ok
16990,1210,490.90,488.69,490.90,1.08,17,ok
16993,16994,283.74,168.16,283.74,0.53,17,ok
16994,2705,543.90,203.40,543.90,1.02,7,ok
16994,2807,934.93,287.17,704.81,1.82,10,ok
16996,1284,606.16,365.70,606.16,1.30,9,ok
16996,43461,256.89,225.86,256.89,0.59,53,ok_undirected
16996,44362,273.70,196.85,273.70,0.62,8,ok
1700,1694,345.52,307.14,345.52,1.32,1,ok
17000,17001,512.90,484.78,512.90,0.52,16,ok
17001,17003,1287.69,1274.91,1287.69,1.31,20,ok
17001,4111,2616.47,2525.18,2616.47,2.96,15,ok_undirected
17002,1760,1223.92,1242.26,1223.92,1.09,20,ok
17002,35916,1604.94,1208.70,1604.94,2.45,3,ok
17003,4111,1328.78,1252.82,1328.78,1.65,15,ok_undirected
17003,42726,1517.81,1219.11,1517.81,2.30,3,ok
17003,42840,1517.81,1219.11,1517.81,2.30,4,ok
17004,35887,229.31,146.19,229.31,0.54,19,ok_undirected
17004,38278,243.27,280.16,243.27,0.62,40,ok_undirected
17005,4173,1353.07,1217.98,1353.07,2.38,2,ok
17005,6937,753.43,585.22,690.52,1.46,2,ok
17006,17008,328.57,359.87,328.57,0.49,4,ok
17007,6955,615.20,298.30,615.20,1.20,6,ok
17008,3054,179.05,196.62,179.05,0.39,4,ok
17009,17007,277.22,318.25,277.22,0.49,6,ok
1701,1261,424.66,325.41,424.66,0.93,15,ok_undirected
1701,1702,385.67,312.16,385.67,0.84,5,ok
17010,17009,474.95,362.99,474.95,1.07,4,ok
17010,2813,545.19,265.92,545.19,1.38,4,ok
17012,19573,1418.51,1230.52,1418.51,2.63,6,ok
17012,19697,1173.57,1003.14,1173.57,2.07,14,ok
17013,1810,481.11,310.77,425.03,1.02,1,ok
17015,6929,1404.03,1206.14,125.80,2.97,1,ok
17018,17019,453.63,267.27,453.63,0.90,3,ok
17019,17020,319.87,244.25,319.87,0.72,2,ok
17019,1795,647.59,420.84,647.59,1.54,1,ok
1702,1189,,15414.78,,23.20,1,unreachable
1702,16940,1158.16,502.90,1030.47,2.11,3,ok_undirected
1702,16941,1464.77,629.17,1464.77,2.66,2,ok
1702,16943,1055.35,500.65,1055.35,2.08,5,ok
17020,1794,359.84,289.15,359.84,0.72,8,ok
17021,2508,345.12,248.30,345.12,0.88,14,ok
17022,2594,40.73,118.85,40.73,0.12,10,ok
17023,1798,157.31,156.84,157.31,0.55,12,ok
17024,2492,378.38,342.29,378.38,0.99,16,ok
17025,17136,868.50,658.61,868.50,1.72,1,ok
17025,3469,582.63,165.29,582.63,1.38,5,ok
17026,17025,376.83,377.86,376.83,0.85,6,ok
17028,3309,205.33,251.84,205.33,0.54,6,ok
17028,38539,1415.18,411.82,1415.18,3.27,5,ok
17029,17026,263.03,205.91,263.03,0.56,6,ok
1703,35080,542.67,381.10,542.67,1.66,6,ok
1703,37103,380.87,306.19,380.87,1.08,3,ok
17030,3457,81.73,115.13,81.73,0.17,6,ok
17032,2796,86.65,187.50,86.65,0.22,12,ok
17033,3455,1692.48,284.87,1489.35,3.91,12,ok
17035,17033,486.60,418.73,486.60,1.15,5,ok
17035,3310,531.74,391.34,531.74,1.43,2,ok
17036,44451,1141.79,748.31,1141.79,2.25,4,ok
17037,17038,170.02,84.72,170.02,0.29,7,ok
17038,2407,401.57,426.61,401.57,0.99,11,ok
17039,3083,229.65,220.12,229.65,0.41,6,ok
17039,42807,1469.79,1301.33,1469.79,2.95,1,ok
17039,49729,531.47,348.65,531.47,1.25,4,ok
1704,1275,980.44,919.52,980.44,2.18,3,ok
1704,1711,241.24,246.80,241.24,0.76,47,ok
17040,1790,267.52,188.87,267.52,0.91,10,ok
17042,17038,371.26,218.89,371.26,0.62,4,ok
17042,43815,570.70,462.40,570.70,1.00,7,ok
17043,17042,340.83,315.63,340.83,0.78,5,ok
17043,1788,325.63,297.17,325.63,0.76,7,ok
17044,42807,897.07,766.19,897.07,1.96,10,ok
17046,2405,194.05,151.74,194.05,0.48,12,ok
17047,2612,200.21,112.50,200.21,0.73,15,ok
17047,3493,320.07,228.91,320.07,1.18,3,ok
17048,16975,578.86,522.07,578.86,1.32,1,ok
17048,17487,278.25,215.53,278.25,0.69,28,ok
17048,3493,748.15,561.20,748.15,1.97,5,ok
17048,50817,207.78,185.44,207.78,0.53,5,ok
1705,1710,1004.26,736.60,1004.26,2.35,27,ok
1705,4004,1229.25,941.52,1229.25,2.99,9,ok
17050,20504,237.22,237.06,237.22,0.62,21,ok
17051,3190,247.40,202.19,247.40,0.66,28,ok
17051,38746,133.12,88.55,133.12,0.29,13,ok
17051,43392,133.12,124.23,133.12,0.29,2,ok
17053,3703,540.99,485.76,540.99,1.53,50,ok
17054,3702,324.03,258.31,324.03,0.72,37,ok_undirected
17054,38566,344.04,299.90,344.04,0.75,6,ok
17055,17056,301.65,227.97,301.65,0.62,58,ok
17056,3260,243.33,291.06,243.33,0.47,58,ok
17057,17054,416.28,337.74,406.83,0.87,43,ok_undirected
17059,17078,515.13,238.93,515.13,1.42,1,ok
17059,17121,331.06,192.12,331.06,0.75,36,ok_undirected
17059,2601,240.80,275.26,240.80,0.64,14,ok
17060,17061,253.09,234.90,253.09,0.63,64,ok
17061,17062,469.55,310.13,469.55,0.94,7,ok
17061,17063,383.64,383.90,383.64,0.77,50,ok
17061,17081,238.65,189.91,238.65,0.45,7,ok
17062,2600,301.01,304.32,301.01,0.65,44,ok
17063,17092,729.50,460.94,729.50,1.31,52,ok_undirected
17064,17128,354.26,333.24,354.26,0.89,7,ok
17065,17067,179.16,205.70,179.16,0.52,7,ok
17067,17125,294.18,177.32,294.18,0.84,7,ok
17069,17134,213.72,225.41,213.72,1.67,7,ok
1707,1705,548.23,492.49,548.23,1.14,30,ok_undirected
17070,17287,296.32,266.88,296.32,0.65,7,ok
17071,17070,484.11,374.13,484.11,1.03,7,ok
17072,17143,216.13,234.58,216.13,0.54,7,ok
17073,17071,476.26,424.62,476.26,1.01,7,ok
17074,17075,351.95,234.28,351.95,0.85,7,ok
17075,17146,307.41,234.99,307.41,0.75,7,ok
17076,17145,311.13,230.44,311.13,0.86,7,ok
17077,17076,348.23,218.45,348.23,0.87,8,ok
17078,17077,111.68,166.96,111.68,0.31,8,ok
17079,2601,389.61,212.81,389.61,1.08,7,ok
1708,1327,1465.75,1390.29,1465.75,1.48,12,ok
17080,17063,612.23,508.54,612.23,1.27,2,ok
17080,2600,337.82,305.66,337.82,0.78,6,ok
17081,38562,231.75,248.15,231.75,0.51,7,ok
17082,17086,183.53,184.67,183.53,0.44,6,ok
17083,17084,508.07,299.57,508.07,0.65,7,ok
17084,17082,652.20,283.40,652.20,1.55,6,ok
17085,17083,327.66,290.40,327.66,0.80,7,ok
17086,17088,325.87,421.63,325.87,0.71,6,ok
17087,17085,325.87,382.45,325.87,0.78,7,ok
17088,17090,281.60,111.88,281.60,1.01,6,ok
17089,17087,281.60,89.15,281.60,0.66,7,ok
17090,17080,435.10,396.37,435.10,1.13,2,ok
17090,38561,275.60,223.98,275.60,0.75,6,ok
17091,17062,627.27,523.71,627.27,1.09,37,ok
17092,2931,626.09,680.30,626.09,1.15,2,ok_undirected
17092,38784,451.27,444.13,451.27,0.80,50,ok_undirected
17093,17091,620.64,643.84,620.64,1.13,37,ok
17095,6968,253.39,237.79,253.39,0.58,10,ok
17096,17186,771.40,554.47,771.40,1.82,9,ok
17097,17096,113.37,55.87,113.37,0.33,9,ok
17097,17185,147.27,174.38,147.27,0.39,10,ok
17098,44639,340.19,323.81,340.19,0.81,10,ok
17099,17098,385.23,400.94,385.23,0.89,10,ok
1710,4004,224.99,214.48,224.99,0.65,52,ok
17100,2934,494.47,426.90,494.47,1.00,37,ok
17101,2349,260.39,231.99,260.39,0.77,59,ok
17101,2350,1011.15,952.28,1011.15,2.42,2,ok
17102,2350,304.38,292.39,304.38,0.65,50,ok
17102,2750,611.15,595.10,611.15,1.30,9,ok
17104,2746,412.14,320.81,412.14,1.04,47,ok
17106,2933,496.38,508.73,496.38,0.79,59,ok
17107,2745,272.23,253.28,272.23,0.56,37,ok
17107,44644,322.06,218.24,322.06,0.67,10,ok
17109,17107,380.62,317.05,380.62,0.91,10,ok
1711,1275,739.20,682.74,739.20,1.42,30,ok
17111,17109,260.06,226.58,260.06,0.73,19,ok
17114,17111,441.32,278.14,441.32,1.26,19,ok
17115,17118,369.30,399.15,369.30,0.69,37,ok
17118,17107,426.83,406.24,426.83,0.83,37,ok
17120,2774,492.37,166.51,492.37,1.15,10,ok
17121,17078,846.19,150.86,846.19,2.17,7,ok
17121,2601,571.86,83.90,571.86,1.39,6,ok
17121,2753,941.33,433.16,941.33,2.50,23,ok
17122,17288,245.07,225.82,245.07,0.65,7,ok
17123,17069,468.09,471.00,306.15,1.37,7,ok
17124,17127,877.36,575.63,877.36,2.04,7,ok
17125,2968,106.71,117.89,106.71,0.43,7,ok
17127,17293,331.43,270.48,300.67,0.58,7,ok
17128,17065,381.20,327.96,381.20,1.00,7,ok
17132,1809,472.86,309.36,472.86,1.01,2,ok
17132,1812,82.89,111.41,82.89,0.17,4,ok
17133,17132,294.55,166.30,294.55,0.77,6,ok
17134,17122,254.38,187.28,254.38,0.67,7,ok
17136,3452,330.63,252.35,330.63,0.83,8,ok
17137,42451,560.62,575.42,560.62,1.05,9,ok
17138,1243,709.16,293.77,709.16,1.50,5,ok
17138,16940,478.97,402.45,351.28,0.98,19,ok
17140,47958,118.03,131.00,118.03,0.31,13,ok_undirected
17141,2815,267.97,216.81,267.97,0.52,12,ok_undirected
17142,50056,231.09,245.56,231.09,0.62,21,ok
17143,34208,391.98,196.95,391.98,1.04,7,ok
17145,34199,103.02,82.15,103.02,0.31,7,ok
17146,17079,75.27,102.95,75.27,0.22,7,ok
17148,1478,2778.42,1683.81,2765.34,3.35,76,ok
17149,1805,220.67,244.10,220.67,0.49,25,ok
1715,1719,1275.43,1270.48,1275.43,1.07,18,ok
1715,38790,1278.59,1199.79,1278.59,1.07,2,ok
17158,35646,330.77,295.65,330.77,0.71,28,ok
17159,1448,321.52,210.29,321.52,0.68,20,ok
1716,1717,947.87,988.52,947.87,0.73,15,ok
1716,1726,2504.33,2438.23,2504.33,2.25,2,ok
1717,1725,1556.46,1518.68,1556.46,1.52,15,ok
1718,1716,1290.81,1267.45,1290.81,1.01,15,ok
1718,38787,2415.61,1628.63,1898.89,2.70,2,ok
17180,17181,152.64,124.57,152.64,0.41,15,ok
17181,17182,189.55,188.99,189.55,0.51,15,ok
17182,20508,554.84,253.04,554.84,1.72,1,ok
17182,41946,330.28,224.82,330.28,1.11,14,ok
17183,3257,279.90,275.25,279.90,0.73,43,ok
17184,44641,703.17,413.54,703.17,1.84,9,ok
17185,17095,279.43,298.88,279.43,0.60,10,ok
17186,17101,165.49,186.33,165.49,0.45,59,ok
17188,2106,162.10,206.87,162.10,0.40,3,ok_undirected
17188,3792,315.79,142.69,315.79,0.81,7,ok_undirected
17189,17188,369.27,306.77,369.27,0.67,10,ok_undirected
1719,1721,348.49,362.08,348.49,0.35,20,ok
17190,2119,594.17,411.45,594.17,1.25,5,ok
17192,2157,214.15,118.17,214.15,0.59,8,ok
17192,3845,172.21,172.27,172.21,0.53,23,ok
17194,2971,295.90,188.89,295.90,1.00,29,ok
17197,2104,1012.36,103.81,828.50,2.42,6,ok
17198,17197,2651.75,195.61,2640.81,29.31,6,ok
17199,17487,804.55,590.64,804.55,2.08,1,ok
17199,3950,632.61,582.43,632.61,1.68,1,ok
1720,1718,377.33,353.21,377.33,0.38,13,ok_undirected
1720,38790,379.20,313.86,379.20,0.40,2,ok
17200,17499,1142.42,1044.46,1142.42,1.56,26,ok
17200,2090,2617.70,1180.31,2617.70,4.67,1,ok
17200,2094,2016.94,882.69,2016.94,3.26,9,ok
17200,34221,117.53,54.61,117.53,0.36,28,ok
17203,17489,259.08,155.60,259.08,0.88,12,ok
17204,3685,315.51,254.45,315.51,1.52,12,ok
17206,16972,377.94,219.90,377.94,1.24,4,ok
17206,41946,274.44,132.81,274.44,0.96,5,ok
17208,1053,197.00,254.11,197.00,0.42,58,ok
17209,1210,211.88,162.06,211.88,1.11,11,ok
1721,1722,570.51,521.40,570.51,0.56,21,ok
1721,38776,1334.26,852.25,1308.82,2.38,2,ok
17210,17209,283.64,240.62,283.64,0.59,11,ok_undirected
17210,42578,330.63,305.11,330.63,0.75,13,ok_undirected
17211,16990,326.37,218.49,326.37,0.97,2,ok
17211,17210,330.11,315.75,322.74,0.82,24,ok_undirected
17212,1315,272.62,284.04,272.62,0.66,12,ok
17212,1661,270.26,240.71,270.26,0.69,28,ok
17213,1248,715.91,578.93,715.91,1.81,1,ok
17213,17215,564.71,590.29,564.71,1.28,10,ok
17214,4036,862.69,642.42,847.68,1.99,24,ok
17215,1634,512.88,481.17,512.88,0.90,10,ok
17216,4011,435.29,328.54,435.29,1.14,23,ok
17217,4047,317.52,273.15,317.52,0.88,28,ok
17218,4045,529.16,342.58,529.16,1.47,23,ok
17219,41513,143.30,118.22,143.30,0.41,10,ok
1722,1724,1616.16,1625.73,1616.16,1.28,18,ok
1722,2689,7108.33,6986.63,7108.33,6.20,3,ok
1722,38785,929.34,477.32,822.81,1.16,3,ok
1722,38795,2187.52,1713.81,2187.52,2.23,2,ok
17220,1087,738.36,731.86,738.36,1.40,14,ok
17222,1200,918.37,844.82,538.26,2.88,2,ok
17223,17224,470.22,416.64,470.22,1.05,24,ok
17223,35088,205.47,110.34,205.47,0.58,1,ok
17224,1340,681.80,660.38,681.80,1.72,2,ok
17224,35086,272.76,246.14,272.76,0.70,22,ok
17225,1364,3111.26,3061.06,3111.26,4.08,52,ok
17225,37208,202.44,169.74,202.44,0.49,2,ok
17225,51638,143.89,148.99,143.89,0.35,13,ok
17226,1680,547.65,484.79,547.65,0.94,2,ok
17226,17227,572.01,559.06,572.01,0.98,47,ok
17227,1456,744.09,593.11,744.09,1.53,28,ok
17227,17229,766.57,668.77,766.57,1.56,16,ok
17227,17283,925.40,652.55,523.55,1.95,1,ok
17227,2663,1237.81,856.62,835.95,2.52,8,ok
17228,1410,175.30,196.34,175.30,0.40,20,ok
17228,1417,634.33,578.57,634.33,1.47,17,ok
17229,1467,400.17,389.83,400.17,0.85,32,ok
17229,3293,967.30,968.77,967.30,1.93,2,ok
17229,51636,402.45,465.10,402.45,0.87,22,ok
1723,2337,1590.98,1662.84,1590.98,1.47,13,ok
1723,38776,2377.70,1686.70,2377.70,3.33,1,ok
1723,38785,1905.83,1703.23,1799.30,1.99,1,ok
17232,1328,436.59,335.99,436.59,0.85,31,ok
17233,1354,192.03,169.72,192.03,0.54,36,ok
17233,1380,639.23,229.25,639.23,1.76,1,ok
17234,1616,516.73,282.50,516.73,1.16,21,ok
17234,40547,369.62,214.97,369.62,0.95,32,ok_undirected
17235,1561,1103.47,946.20,701.72,6.52,2,ok
17235,1562,1072.64,949.41,1045.13,4.69,2,ok_undirected
17236,1562,264.82,242.75,264.82,0.31,13,ok_undirected
17236,1569,1520.74,1516.35,1520.74,1.84,2,ok
17236,17235,1286.30,908.85,1255.68,2.24,2,ok
17237,1627,1667.00,1365.28,1667.00,2.43,10,ok
17237,36030,1098.65,943.01,1098.65,1.42,5,ok
17238,1530,527.59,511.35,527.59,0.97,3,ok
17238,1539,353.90,342.97,353.90,0.73,2,ok
17239,1532,784.51,727.36,784.51,0.66,2,ok
1724,1730,1625.25,1629.75,1625.25,1.32,20,ok
1724,38777,2395.90,1573.06,2363.26,2.75,2,ok
17240,17238,1297.50,645.40,1297.50,2.14,3,ok
17241,17244,1026.25,896.63,1026.25,2.69,3,ok
17242,1506,837.37,659.80,837.37,2.07,2,ok
17242,17241,561.15,527.62,561.15,1.45,3,ok
17243,1525,549.50,442.49,487.98,1.72,7,ok
17244,1523,212.01,191.16,212.01,0.72,13,ok
17245,1516,226.84,179.67,226.84,0.44,12,ok
17245,17260,1007.89,838.04,196.64,2.03,2,ok
17246,1282,343.76,339.84,343.76,0.74,26,ok
1725,16937,1282.97,1133.03,1282.97,3.14,19,ok_undirected
17250,36049,0.00,72.42,0.00,0.73,3,no_coverage
17251,17250,541.54,89.60,377.11,2.58,3,ok
17251,36050,149.53,190.27,149.53,0.61,6,ok
17251,4066,0.00,88.69,0.00,1.00,3,no_coverage
17254,1068,940.93,786.05,940.93,1.01,8,ok
17256,1068,1242.91,989.16,1242.91,1.22,4,ok
17257,17258,1141.99,723.91,571.69,2.80,3,ok
17257,36058,179.75,203.21,179.75,0.41,9,ok
17258,17251,1191.49,672.19,1191.49,3.97,12,ok
1726,38788,3196.06,2908.80,3196.06,4.62,2,ok
1726,38794,3228.11,2718.56,2794.69,3.85,1,ok
17260,17261,561.15,533.11,0.00,1.13,2,no_coverage
17261,17262,562.54,532.87,562.54,1.43,2,ok
17262,1493,278.96,198.09,278.96,0.86,2,ok
17263,1499,471.22,355.55,471.22,0.95,2,ok
17264,17265,654.27,477.55,654.27,1.14,2,ok
17265,17266,233.49,241.18,233.49,0.46,2,ok
