TAZ,bus_stops_n,bus_lines_n,bus_lines,bus_dep_0609,bus_dep_0708,bus_headway_0708_min,bus_best_line_headway_0708_min,bus_direct_reach_taz_n,bus_direct_reach_30min_taz_n,bus_nearest_stop_m,bus_stops_per_km2,bus_LOS_frequency,bus_LOS_best_line,brt_stops_n,brt_lines_n,brt_lines,brt_dep_0609,brt_dep_0708,brt_headway_0708_min,brt_best_line_headway_0708_min,brt_direct_reach_taz_n,brt_direct_reach_30min_taz_n,brt_nearest_stop_m,brt_stops_per_km2,brt_LOS_frequency,brt_LOS_best_line,brt_access,brt_lines_named,AggCode_V2,AggAreaName_V2
3512,14,32,10337 10430 10432 10442 10505 10537 10541 10542 10836 10845 10962 10963 10969 11431 11434 11437 11440 11991 12490 13360 13488 14038 14288 16123 17024 17180 17240 18030 18122 19028 19031 24036,136,53,1.13,20.00,139,75,1604.90,0.65,A,C,0,0,,0,0,,,0,0,28921.86,0.00,no service,no service,0,,,
3322,34,19,10361 10500 10846 10980 10982 11056 11365 11440 11991 12364 12503 16149 16380 18030 18147 18148 20040 35004 48016,91,35,1.71,20.00,94,45,449.74,0.78,A,C,0,0,,0,0,,,0,0,33914.04,0.00,no service,no service,0,,,
3815,18,16,10821 10825 10869 12248 12720 13241 13299 14298 15133 17046 19038 19045 19048 20049 24044 45018,97,33,1.82,20.00,52,40,100.34,4.39,A,C,0,0,,0,0,,,0,0,27612.49,0.00,no service,no service,0,,,
3816,32,22,10821 10825 10869 10955 11792 11833 12248 12720 13241 13297 13299 14298 15133 17046 19038 19045 19048 20049 24044 25061 45018 53008,118,40,1.50,20.00,77,43,230.77,9.90,A,C,0,0,,0,0,,,0,0,27996.31,0.00,no service,no service,0,,,
3817,9,4,13297 19048 20049 45018,23,8,7.50,30.00,32,19,169.40,3.58,A,D,0,0,,0,0,,,0,0,26627.46,0.00,no service,no service,0,,,
3806,25,14,10821 10825 10869 11247 11833 12248 12720 13246 14298 15296 24062 38028 58004 88002,101,40,1.50,7.50,60,45,1066.87,2.09,A,A,0,0,,0,0,,,0,0,25362.67,0.00,no service,no service,0,,,
3807,11,2,30025 58004,30,12,5.00,7.50,5,5,61.16,8.26,A,A,0,0,,0,0,,,0,0,27320.77,0.00,no service,no service,0,,,
3808,8,3,28027 30025 38028,39,13,4.62,20.00,6,6,162.28,32.92,A,C,0,0,,0,0,,,0,0,26869.79,0.00,no service,no service,0,,,
3809,13,2,38028 68003,36,16,3.75,6.67,5,5,92.05,17.06,A,A,0,0,,0,0,,,0,0,26272.86,0.00,no service,no service,0,,,
3811,17,3,28027 38028 56006,59,22,2.73,12.00,6,5,274.27,8.79,A,B,0,0,,0,0,,,0,0,27012.61,0.00,no service,no service,0,,,
3205,48,12,11084 11089 12086 12358 13004 13081 13092 14087 14091 31037 71012 78011,36,20,3.00,15.00,10,9,177.89,12.58,A,B,0,0,,0,0,,,0,0,60948.49,0.00,no service,no service,0,,,
3208,26,15,11030 11035 11089 11258 12003 12086 13004 13081 13088 14087 14091 22054 22059 71012 78011,52,18,3.33,30.00,13,8,141.35,24.77,A,D,0,0,,0,0,,,0,0,58995.87,0.00,no service,no service,0,,,
3818,15,22,10821 10825 10869 10953 10955 11792 12720 13241 13297 13299 14298 15133 17046 19045 19048 20049 24044 25061 45018 47007 53008 53017,88,31,1.94,8.57,50,30,67.99,8.71,A,A,0,0,,0,0,,,0,0,26541.55,0.00,no service,no service,0,,,
3819,25,3,11792 47007 53017,19,7,8.57,15.00,10,5,269.42,14.79,A,B,0,0,,0,0,,,0,0,26328.55,0.00,no service,no service,0,,,
3820,33,11,11792 12720 13241 13297 14298 19048 20049 45018 47007 53008 53017,56,21,2.86,12.00,59,35,115.37,7.48,A,B,0,0,,0,0,,,0,0,27434.85,0.00,no service,no service,0,,,
4017,14,2,31024 36014,27,10,6.00,20.00,4,4,291.28,4.80,A,C,0,0,,0,0,,,0,0,35872.78,0.00,no service,no service,0,,,
4019,41,17,10759 10796 11777 11799 12233 12720 14620 15114 15133 17064 17113 18052 23633 24044 24059 31024 36014,99,37,1.62,20.00,58,31,93.44,12.73,A,C,0,0,,0,0,,,0,0,36610.98,0.00,no service,no service,0,,,
3916,48,20,10634 10821 10825 10942 11026 11028 11632 12034 13160 14163 15002 15004 17001 17046 19045 20049 24059 25060 25061 28071,164,63,0.95,15.00,41,39,233.65,9.96,A,B,0,0,,0,0,,,0,0,30772.24,0.00,no service,no service,0,,,
3917,34,40,10202 10634 10708 10730 10821 10825 10843 10852 10942 11026 11028 11632 11799 12005 12034 12729 13160 13241 14163 15002 15003 15004 17001 17046 17064 17065 17069 19032 19063 20049 21070 23010 25021 25060 25061 26029 28071 35033 35090 50011,271,101,0.59,15.00,74,61,430.58,5.65,A,B,0,0,,0,0,,,0,0,33156.09,0.00,no service,no service,0,,,
3403,27,3,17027 18024 20028,12,3,20.00,60.00,10,9,315.18,1.23,C,E,0,0,,0,0,,,0,0,25516.60,0.00,no service,no service,0,,,
3601,19,2,12350 14352,14,4,15.00,60.00,20,10,730.67,2.96,B,E,0,0,,0,0,,,0,0,29273.21,0.00,no service,no service,0,,,
3502,32,12,10541 11056 12450 15142 18059 21050 21054 23061 23062 25052 27055 36048,50,19,3.16,30.00,56,36,1113.49,1.00,A,D,0,0,,0,0,,,0,0,36550.03,0.00,no service,no service,0,,,
3910,31,4,10710 21079 22009 69012,49,21,2.86,12.00,19,17,39.55,21.65,A,B,0,0,,0,0,,,0,0,28910.29,0.00,no service,no service,0,,,
3911,21,8,10710 21074 21079 22009 23010 30075 50011 69012,77,28,2.14,15.00,22,21,153.08,14.81,A,B,0,0,,0,0,,,0,0,29957.46,0.00,no service,no service,0,,,
3414,14,8,14039 16041 16044 16045 18040 22070 33082 53001,30,14,4.29,15.00,14,14,128.34,24.49,A,B,0,0,,0,0,,,0,0,25777.96,0.00,no service,no service,0,,,
3415,39,21,10281 10367 11294 11368 14039 16041 16044 16045 16046 17285 18040 19035 22070 23050 25086 26012 29096 33082 37004 41002 53001,109,49,1.22,15.00,89,41,132.90,14.90,A,B,0,0,,0,0,,,0,0,25255.98,0.00,no service,no service,0,,,
3416,28,20,10281 10367 11294 11368 14039 16041 16044 16045 16046 18040 19035 22070 23050 25086 26012 29096 33082 37004 41002 53001,111,50,1.20,15.00,89,40,94.25,15.98,A,B,0,0,,0,0,,,0,0,24320.53,0.00,no service,no service,0,,,
3426,34,8,11313 14322 19035 25092 26053 29074 30055 33082,19,10,6.00,30.00,36,26,276.62,2.46,A,D,0,0,,0,0,,,0,0,19555.23,0.00,no service,no service,0,,,
3404,37,10,10281 10367 11294 17285 18040 18076 20028 22075 23050 25086,23,11,5.45,20.00,72,26,469.10,0.81,A,C,0,0,,0,0,,,0,0,29724.65,0.00,no service,no service,0,,,
3801,13,2,13246 24062,8,5,12.00,30.00,9,9,255.94,3.88,B,D,0,0,,0,0,,,0,0,25034.36,0.00,no service,no service,0,,,
3213,46,24,10500 10505 10511 10541 10542 10845 10963 10984 11522 12503 12558 14002 15001 16143 18059 20103 25053 26063 28054 29041 33023 34043 35051 51055,89,37,1.62,20.00,80,31,87.88,8.70,A,C,0,0,,0,0,,,0,0,44185.93,0.00,no service,no service,0,,,
3106,46,33,10843 10966 12558 15142 18151 19079 20057 22054 22059 23061 24076 25019 26074 28111 29092 29099 30078 30088 31017 31086 33016 34013 34014 35084 38083 38085 38090 39087 40097 41089 43082 61080 73015,43,18,3.33,60.00,59,20,994.82,0.15,A,E,0,0,,0,0,,,0,0,67078.68,0.00,no service,no service,0,,,
3108,46,40,10843 10966 12503 12558 15142 16143 18151 19079 20057 20103 22054 22059 23061 23062 24076 25019 25052 25053 26074 28111 29092 30078 30088 31017 31086 33016 34013 34014 34043 35084 38083 38085 38090 39087 40012 40081 40097 41089 43082 61080,58,27,2.22,60.00,59,24,2164.11,0.30,A,E,0,0,,0,0,,,0,0,54741.99,0.00,no service,no service,0,,,
3101,21,6,12558 21058 25069 26068 27095 40097,9,4,15.00,60.00,21,11,2865.76,0.27,B,E,0,0,,0,0,,,0,0,77768.21,0.00,no service,no service,0,,,
4010,41,76,220 222 223 224 225 226 227 228 229 230 231 233 402 403 405 10634 10705 10706 10708 10710 10716 10730 10821 10825 10826 10836 10845 10852 10910 10921 10947 11026 11028 11044 11047 11077 11632 11833 12704 12729 13007 13008 13015 13095 13096 14067 14094 14163 15133 16022 16068 17046 17053 17058 17065 18001 18051 18052 18091 19063 19076 20049 21074 21079 22055 22057 23633 25060 25061 27054 30075 35018 42009 50020 54016 59013,404,155,0.39,5.45,127,53,1246.90,5.14,A,A,0,0,,0,0,,,0,0,39248.45,0.00,no service,no service,0,,,
4012,39,15,10706 11044 11047 12014 12089 13011 13012 13015 13095 14094 16022 16090 16092 54016 59013,115,46,1.30,12.00,9,9,123.38,26.24,A,B,0,0,,0,0,,,0,0,37696.69,0.00,no service,no service,0,,,
4014,40,51,10399 10634 10705 10706 10708 10716 10730 10821 10921 10942 11026 11028 11044 12014 12704 12729 13006 13007 13008 13011 13012 14067 14094 16022 16068 16090 17046 17053 17058 17064 17065 18001 18051 19032 19076 20049 21070 21074 21079 22055 22057 25021 25060 25061 26029 27054 28084 30075 42009 54016 59013,374,149,0.40,4.29,74,52,27.60,36.78,A,A,0,0,,0,0,,,0,0,37970.84,0.00,no service,no service,0,,,
4015,30,55,10634 10705 10706 10708 10716 10730 10821 10852 10921 10942 11026 11028 11044 11047 11077 11276 12014 12089 12704 12729 13006 13007 13008 13011 13012 13015 13095 13096 14067 14163 16022 16068 17046 17053 17064 17065 18001 18051 19032 19063 19076 20049 21070 21074 21079 22055 25021 25060 25061 26029 27054 30075 42009 50020 59013,407,160,0.38,4.29,75,56,186.78,31.56,A,A,0,0,,0,0,,,0,0,37178.04,0.00,no service,no service,0,,,
4016,37,23,10706 10710 10825 10826 10836 10843 10845 10846 10852 10910 10947 10998 11077 11632 11833 12704 12729 13007 13015 14978 18091 35018 59013,150,61,0.98,6.00,8,6,104.46,6.41,A,A,0,0,,0,0,,,0,0,39577.58,0.00,no service,no service,0,,,
3514,17,31,10430 10442 10537 10541 10836 10962 10969 11431 11434 11437 14069 15142 18122 19037 19039 19042 22033 23061 24036 24063 24074 25095 26075 27009 27020 30007 34008 35012 38011 39005 78015,191,74,0.81,10.00,88,39,68.62,11.52,A,A,0,0,,0,0,,,0,0,37777.61,0.00,no service,no service,0,,,
3519,54,24,14069 19037 20060 21044 22076 23061 23062 24063 25095 25098 26070 27020 29097 30007 33006 35012 38011 39005 45004 47084 54082 55080 58081 65001,108,46,1.30,15.00,13,12,77.36,47.85,A,B,0,0,,0,0,,,0,0,38361.24,0.00,no service,no service,0,,,
3520,73,32,10430 10442 10537 10541 10836 10969 11431 11434 11437 19037 19039 21044 22033 22076 24074 25098 26070 26075 27009 27020 29097 30007 34008 35012 38011 39005 45004 45025 55080 58081 65001 78015,196,83,0.72,8.57,76,31,88.47,35.97,A,A,0,0,,0,0,,,0,0,36972.26,0.00,no service,no service,0,,,
3521,29,33,10430 10432 10442 10836 10969 11431 12490 13488 14038 15142 16123 19031 19037 19039 21044 22033 22076 24074 25098 26070 26075 27009 27020 30007 34008 35012 38011 39005 45025 55080 58081 65001 78015,174,74,0.81,10.00,78,38,444.75,11.78,A,A,0,0,,0,0,,,0,0,37684.80,0.00,no service,no service,0,,,
3310,20,11,10511 22088 24090 27086 31087 33023 35004 38022 41017 48016 60015,78,35,1.71,20.00,11,10,612.21,3.16,A,C,0,0,,0,0,,,0,0,41750.45,0.00,no service,no service,0,,,
3311,26,19,10511 10980 10982 10984 22088 24090 26084 27086 31085 31087 33023 35004 35082 38022 41017 42012 48016 60015 65005,121,59,1.02,15.00,39,16,44.25,30.15,A,B,0,0,,0,0,,,0,0,40257.76,0.00,no service,no service,0,,,
3312,11,36,10361 10367 10511 10980 10982 10984 11365 11440 11522 12364 12450 12558 13360 16143 17045 20043 23089 24090 26006 26084 27086 27091 30020 31085 31087 33023 35004 35064 35082 38022 41017 42012 46073 48016 60015 65005,178,73,0.82,15.00,60,28,187.35,27.69,A,B,0,0,,0,0,,,0,0,40030.67,0.00,no service,no service,0,,,
3313,12,31,10980 10982 10984 11365 11440 11522 11991 12364 12450 12558 13360 16143 17045 20043 21009 22088 23089 26006 26084 27091 31085 33092 35004 35064 41017 42012 46073 48016 60015 65005 88001,186,78,0.77,12.00,59,30,50.27,24.02,A,B,0,0,,0,0,,,0,0,39380.40,0.00,no service,no service,0,,,
3314,20,36,10361 10367 10511 10846 10980 10982 10984 11365 11440 11522 11991 12364 12450 12558 13360 16143 17045 20043 21009 23089 26006 26084 27091 30020 31085 33023 35004 35064 38022 41017 42012 46073 48016 60015 65005 88001,232,97,0.62,10.00,101,32,1013.75,4.80,A,A,0,0,,0,0,,,0,0,38083.13,0.00,no service,no service,0,,,
3315,25,29,10980 10982 10984 11365 11440 11522 11991 12364 12450 12558 13360 16143 17045 20043 21009 23089 26006 26084 27091 31085 33092 35004 35064 41017 42012 46073 48016 65005 88001,161,69,0.87,12.00,59,32,31.72,26.02,A,B,0,0,,0,0,,,0,0,38489.38,0.00,no service,no service,0,,,
3316,14,31,10511 10980 10982 10984 11365 11440 11522 11991 12364 12450 12558 13360 16143 17045 20043 21009 23089 26006 26084 27091 31085 33092 35004 35064 41017 42012 46073 48016 60015 65005 88001,186,75,0.80,10.00,59,30,425.70,5.35,A,A,0,0,,0,0,,,0,0,38528.01,0.00,no service,no service,0,,,
3317,22,9,10511 22088 24090 27086 31087 33023 35004 38022 60015,67,31,1.94,15.00,17,11,103.98,18.72,A,B,0,0,,0,0,,,0,0,40656.23,0.00,no service,no service,0,,,
3319,16,5,10511 24090 31087 33023 38022,21,8,7.50,30.00,12,11,469.56,3.25,A,D,0,0,,0,0,,,0,0,40981.89,0.00,no service,no service,0,,,
3704,31,15,10843 10966 11411 11412 11943 14413 14967 24028 25029 28017 30016 40019 51021 84001 84002,82,30,2.00,15.00,32,24,180.19,9.49,A,B,0,0,,0,0,,,0,0,49588.98,0.00,no service,no service,0,,,
3706,9,10,10843 11411 14413 25029 28017 30016 40019 51021 84001 84002,54,19,3.16,20.00,31,20,165.00,13.69,A,C,0,0,,0,0,,,0,0,48178.44,0.00,no service,no service,0,,,
3707,18,11,10843 11411 11412 14413 25029 28017 30016 40019 51021 84001 84002,64,22,2.73,30.00,31,20,103.83,27.92,A,D,0,0,,0,0,,,0,0,48438.37,0.00,no service,no service,0,,,
3708,24,12,10843 10961 10966 11411 11412 14413 14967 28017 40019 51021 84001 84002,64,24,2.50,20.00,26,18,241.71,16.61,A,C,0,0,,0,0,,,0,0,49171.66,0.00,no service,no service,0,,,
3402,26,1,18024,5,2,30.00,60.00,7,1,410.28,1.53,D,E,0,0,,0,0,,,0,0,28335.32,0.00,no service,no service,0,,,
3417,23,19,10281 10367 11294 11368 14039 16041 16044 16045 16046 18040 19035 23049 23050 25086 26012 26053 29096 37004 41002,82,34,1.76,15.00,83,49,324.49,8.16,A,B,0,0,,0,0,,,0,0,22920.05,0.00,no service,no service,0,,,
3510,21,11,11299 11365 13488 14288 16060 17180 17240 18030 19028 21054 27055,61,18,3.33,30.00,86,34,564.73,3.57,A,D,0,0,,0,0,,,0,0,27007.53,0.00,no service,no service,0,,,
3215,28,24,10500 10505 10511 10541 10542 10845 10963 11522 12503 12558 14002 15001 16143 18059 20103 26063 28054 28111 29041 33023 34043 35051 46073 51055,93,41,1.46,20.00,79,32,88.92,2.19,A,C,0,0,,0,0,,,0,0,45939.67,0.00,no service,no service,0,,,
3511,16,26,10430 10432 10442 10537 10541 10836 10962 10969 11431 11434 11437 13488 15142 16123 18122 19031 19039 19042 21050 22033 24036 24074 26075 27009 34008 78015,134,52,1.15,10.00,97,48,835.27,0.45,A,A,0,0,,0,0,,,0,0,33396.58,0.00,no service,no service,0,,,
3516,51,53,10430 10442 10537 10541 10836 10961 10962 10969 11056 11431 11434 11437 12450 14069 15142 18059 18122 19037 19039 19042 20057 20060 21044 21050 21054 22026 22033 22051 22076 23061 23062 24024 24028 24036 24063 25052 25095 26030 27009 27020 27055 30007 33006 34008 35012 36048 38011 39005 42023 45004 54082 65001 78015,304,126,0.48,10.00,123,47,98.59,7.93,A,A,0,0,,0,0,,,0,0,39661.69,0.00,no service,no service,0,,,
3904,6,9,10202 10694 10708 13701 14156 14157 21070 35090 86001,60,22,2.73,20.00,40,33,517.70,1.28,A,C,0,0,,0,0,,,0,0,27008.10,0.00,no service,no service,0,,,
3908,5,11,10693 10710 10768 10921 11799 13241 16068 17053 17069 17173 19171,62,22,2.73,15.00,46,36,215.28,1.20,A,B,0,0,,0,0,,,0,0,27103.24,0.00,no service,no service,0,,,
3906,17,18,10202 10693 10694 10708 10710 10921 13241 13701 14156 14157 16068 17053 17069 17173 21070 25021 35090 86001,110,42,1.43,15.00,56,46,141.60,8.58,A,B,0,0,,0,0,,,0,0,27998.67,0.00,no service,no service,0,,,
3907,23,53,100 102 103 104 105 107 151 152 153 154 155 220 222 223 224 225 226 227 228 229 230 231 233 10202 10693 10694 10708 10710 10921 13241 13701 14156 14157 16068 17053 17069 17173 19032 19045 19048 21070 22009 22036 23010 24035 24059 25021 27050 28071 35090 50011 53080 86001,208,78,0.77,15.00,83,67,569.69,3.76,A,B,0,0,,0,0,,,0,0,28966.47,0.00,no service,no service,0,,,
3912,39,13,10710 10921 13241 16068 17053 21074 21079 22009 23010 30075 50011 53080 69012,115,45,1.33,12.00,44,38,45.88,20.40,A,B,0,0,,0,0,,,0,0,31343.44,0.00,no service,no service,0,,,
3919,33,26,10202 10708 10730 10852 11028 12005 12034 12729 13160 13241 15002 15003 15004 17001 17069 19032 19045 21070 23010 24059 25021 26029 28071 35033 35090 50011,188,70,0.86,15.00,51,38,258.21,3.62,A,B,0,0,,0,0,,,0,0,30487.85,0.00,no service,no service,0,,,
4013,14,12,10706 11044 13011 13012 14094 16022 16092 18052 23633 27054 54016 59013,88,34,1.76,15.00,11,11,543.25,2.19,A,B,0,0,,0,0,,,0,0,39098.63,0.00,no service,no service,0,,,
4005,8,22,10634 10708 10730 10821 10852 11026 11047 12014 12729 14163 17046 17064 17065 19032 19063 20049 21070 25021 25060 25061 26029 50020,165,67,0.90,12.00,51,45,313.53,1.51,A,B,0,0,,0,0,,,0,0,35736.94,0.00,no service,no service,0,,,
4004,48,10,10706 11047 12014 12089 13012 13015 16090 16092 54016 59013,97,40,1.50,12.00,9,8,191.24,6.79,A,B,0,0,,0,0,,,0,0,38120.79,0.00,no service,no service,0,,,
3615,45,51,61 62 63 64 65 66 67 69 71 10348 10356 10442 10541 10542 10955 10984 11247 11411 11412 11833 11991 11994 12301 12350 12354 12720 13242 14352 17240 18151 19033 19041 19046 20042 21047 21051 22044 22049 23052 24019 24050 24067 26030 32013 32014 32057 34010 52003 57002 90011 99005,374,132,0.45,12.00,134,75,238.40,9.86,A,B,0,0,,0,0,,,0,0,25676.89,0.00,no service,no service,0,,,
3614,16,22,10442 10541 10542 11247 11991 11994 12350 14352 14413 17240 19033 19046 20042 22044 24019 32013 32014 34010 52003 57002 90011 99005,236,83,0.72,12.00,83,40,134.62,12.49,A,B,0,0,,0,0,,,0,0,26892.20,0.00,no service,no service,0,,,
3616,21,11,11247 11411 11412 13246 14413 18151 19041 24019 32013 32057 99005,97,33,1.82,15.00,33,27,109.79,17.40,A,B,0,0,,0,0,,,0,0,26887.36,0.00,no service,no service,0,,,
3617,26,45,10348 10356 10442 10541 10542 10821 10825 10869 10870 10953 11247 11300 11302 11411 11412 11991 12301 12350 12354 13242 13246 14156 14413 18151 19041 19046 20042 21047 21051 22044 22049 23052 23053 24019 24050 24067 26030 32013 32014 32057 34010 52003 57002 90011 99005,402,148,0.41,10.00,145,69,119.74,39.83,A,A,0,0,,0,0,,,0,0,25801.21,0.00,no service,no service,0,,,
3618,13,16,10821 10825 10869 10953 11247 11300 11302 13246 14156 21051 22049 23052 23053 24050 32013 99005,109,40,1.50,12.00,50,29,169.57,22.48,A,B,0,0,,0,0,,,0,0,25894.90,0.00,no service,no service,0,,,
3619,28,18,10821 10825 10869 10953 10955 11247 11300 11302 12720 13246 14156 21051 22049 23052 23053 24050 32013 99005,115,45,1.33,12.00,56,34,752.22,2.61,A,B,0,0,,0,0,,,0,0,25511.97,0.00,no service,no service,0,,,
3627,25,1,23052,8,2,30.00,60.00,5,2,121.86,2.37,D,E,0,0,,0,0,,,0,0,33556.06,0.00,no service,no service,0,,,
3626,7,2,23052 23053,11,4,15.00,60.00,8,6,361.72,0.68,B,E,0,0,,0,0,,,0,0,34442.33,0.00,no service,no service,0,,,
3423,63,7,16044 16045 16046 20152 26052 29096 33054,36,18,3.33,20.00,29,10,543.23,8.34,A,C,0,0,,0,0,,,0,0,25342.97,0.00,no service,no service,0,,,
3424,33,11,11313 11368 14322 16045 16046 17285 26012 26052 29096 30077 33054,40,18,3.33,20.00,36,30,117.63,2.33,A,C,0,0,,0,0,,,0,0,22808.02,0.00,no service,no service,0,,,
3609,57,19,10442 10541 10542 10984 11991 11994 12350 14352 14413 17240 19046 20042 22044 26030 32013 32014 52003 57002 90011,172,62,0.97,12.00,83,37,138.07,7.74,A,B,0,0,,0,0,,,0,0,29565.12,0.00,no service,no service,0,,,
3612,48,6,11991 11994 32013 34010 90011 99005,104,41,1.46,12.00,28,18,123.89,19.82,A,B,0,0,,0,0,,,0,0,26865.43,0.00,no service,no service,0,,,
3903,23,5,19032 19048 22036 24035 27050,26,7,8.57,30.00,19,17,552.68,1.92,A,D,0,0,,0,0,,,0,0,26473.02,0.00,no service,no service,0,,,
3831,5,3,12233 17064 24044,6,6,10.00,60.00,16,16,53.95,0.82,A,E,0,0,,0,0,,,0,0,33976.00,0.00,no service,no service,0,,,
3826,31,9,10027 10634 13160 14163 22025 25060 28071 33020 35022,83,30,2.00,15.00,20,19,45.55,18.84,A,B,0,0,,0,0,,,0,0,32286.57,0.00,no service,no service,0,,,
3824,8,1,14163,4,2,30.00,60.00,13,8,610.51,1.70,D,E,0,0,,0,0,,,0,0,31246.15,0.00,no service,no service,0,,,
3812,10,3,28027 30025 56006,53,18,3.33,15.00,6,6,194.40,11.60,A,B,0,0,,0,0,,,0,0,27594.05,0.00,no service,no service,0,,,
3810,12,17,10821 10869 10955 12248 12720 13241 13299 14298 15133 17046 19038 19045 24044 28027 38028 56006 68003,141,50,1.20,8.57,50,38,490.52,2.42,A,A,0,0,,0,0,,,0,0,25931.70,0.00,no service,no service,0,,,
3802,7,8,10821 10955 11247 12248 12720 13246 15296 24062,37,16,3.75,30.00,46,36,179.86,1.49,A,D,0,0,,0,0,,,0,0,23068.55,0.00,no service,no service,0,,,
4007,32,24,10710 10716 10825 10843 10921 11028 11044 11047 11632 11799 14067 16022 16068 17046 17053 18001 19076 20049 21074 21079 25061 30075 42009 59013,155,56,1.07,15.00,57,41,236.28,6.92,A,B,0,0,,0,0,,,0,0,35421.42,0.00,no service,no service,0,,,
4020,16,15,10759 10796 11777 11799 12233 14620 15133 17064 17113 18052 23633 24044 24059 31024 36014,90,35,1.71,15.00,45,25,96.36,7.67,A,B,0,0,,0,0,,,0,0,37860.10,0.00,no service,no service,0,,,
3821,11,1,11026,2,2,30.00,60.00,10,6,172.00,3.82,D,E,0,0,,0,0,,,0,0,29418.14,0.00,no service,no service,0,,,
3206,33,15,11005 11020 11024 11036 11084 12086 12358 13004 13088 13092 14091 21058 31037 50010 71012,51,22,2.73,20.00,12,12,225.81,11.56,A,C,0,0,,0,0,,,0,0,59870.70,0.00,no service,no service,0,,,
3207,40,35,10500 10505 10511 10541 10542 10845 10963 11005 11020 11024 11030 11032 11035 11036 11084 11089 11258 12003 12086 12358 13004 13081 13088 14091 17045 17179 20043 21058 22054 22059 28111 31037 50010 71012 78011,139,55,1.09,15.00,94,18,387.48,10.63,A,B,0,0,,0,0,,,0,0,58137.10,0.00,no service,no service,0,,,
3918,41,17,10202 10708 10730 10852 11028 12005 12729 15003 15004 19032 21070 23010 25021 26029 35033 35090 50011,110,42,1.43,12.00,35,24,10.96,12.69,A,B,0,0,,0,0,,,0,0,33164.18,0.00,no service,no service,0,,,
3107,38,39,10843 10966 12503 15142 16143 18151 19079 20057 20103 22054 22059 23062 24076 25019 25052 25053 28111 29092 29099 30078 30088 31017 31086 33016 34013 34014 34043 35084 38083 38085 38090 39087 40012 40081 40097 41089 43082 61080 73015,60,22,2.73,60.00,58,14,252.50,3.65,A,E,0,0,,0,0,,,0,0,57791.56,0.00,no service,no service,0,,,
3103,26,9,11258 12558 21058 26068 27095 31037 34013 39087 40097,15,10,6.00,60.00,23,12,675.79,1.40,A,E,0,0,,0,0,,,0,0,75360.50,0.00,no service,no service,0,,,
3104,30,6,11258 12558 21058 26068 39087 40097,12,6,10.00,60.00,23,13,819.32,1.32,A,E,0,0,,0,0,,,0,0,75663.01,0.00,no service,no service,0,,,
4011,28,24,10634 10708 10730 10821 10852 10942 11026 12729 13006 13096 14163 17046 17064 17065 19032 19063 19076 20049 21070 25021 25060 25061 26029 50020,154,59,1.02,15.00,52,44,57.71,14.03,A,B,0,0,,0,0,,,0,0,36437.19,0.00,no service,no service,0,,,
3804,12,24,10821 10825 10869 10870 10953 10955 11247 11833 12248 12720 13241 13246 13299 14298 15133 15296 17046 19038 19045 21039 24044 24062 30025 56006,114,41,1.46,15.00,73,49,770.57,2.44,A,B,0,0,,0,0,,,0,0,24143.37,0.00,no service,no service,0,,,
3427,6,1,20040,3,1,60.00,60.00,8,8,110.76,2.33,E,E,0,0,,0,0,,,0,0,30382.36,0.00,no service,no service,0,,,
3419,14,5,16046 23049 23050 25086 29096,13,6,10.00,30.00,16,16,55.84,13.95,A,D,0,0,,0,0,,,0,0,24303.67,0.00,no service,no service,0,,,
3412,18,3,22070 41002 53001,31,11,5.45,15.00,7,6,80.98,20.71,A,B,0,0,,0,0,,,0,0,25399.22,0.00,no service,no service,0,,,
3608,6,1,57002,18,6,10.00,20.00,6,6,88.21,25.10,A,C,0,0,,0,0,,,0,0,29400.14,0.00,no service,no service,0,,,
4008,6,18,10710 10730 11028 11044 11047 16022 16068 17046 17053 18001 18052 19076 20049 21074 21079 25061 30075 59013,118,39,1.54,20.00,49,37,124.37,16.94,A,C,0,0,,0,0,,,0,0,36635.20,0.00,no service,no service,0,,,
3429,1,1,23049,5,2,30.00,60.00,10,10,503.77,1.00,D,E,0,0,,0,0,,,0,0,20860.77,0.00,no service,no service,0,,,
3406,21,6,10281 10367 11294 22075 23050 38010,22,7,8.57,30.00,64,25,42.42,20.05,A,D,0,0,,0,0,,,0,0,29165.36,0.00,no service,no service,0,,,
3408,31,7,10367 16044 20152 23050 25014 25015 38010,39,17,3.53,20.00,32,24,1431.36,1.38,A,C,0,0,,0,0,,,0,0,27894.16,0.00,no service,no service,0,,,
3409,13,2,25014 25015,10,4,15.00,60.00,7,5,491.77,0.90,B,E,0,0,,0,0,,,0,0,30160.52,0.00,no service,no service,0,,,
3515,17,31,10430 10442 10537 10541 10836 10962 10969 11431 11434 11437 14069 18122 19037 19039 19042 22033 23061 24036 24074 25095 26075 27009 27020 30007 34008 35012 38011 39005 47084 54082 78015,192,75,0.80,10.00,88,38,74.74,24.97,A,A,0,0,,0,0,,,0,0,39067.41,0.00,no service,no service,0,,,
3517,30,40,10430 10442 10537 10541 10836 10962 10969 11431 11434 11437 14069 15142 18122 19037 19039 19042 20060 21044 22033 22076 23061 23062 24036 24063 24074 25095 26075 27009 27020 30007 33006 34008 35012 38011 39005 45004 47084 54082 65001 78015,224,92,0.65,10.00,88,36,23.97,46.40,A,A,0,0,,0,0,,,0,0,38192.25,0.00,no service,no service,0,,,
